EntrezID	Length	MCL1-DG_BC2CTUACXX_ACTTGA_L002_R1
667307	435	0
93735	1666	0
27999	2739	1929
19283	8068	1261
30956	3701	80
73191	2308	0
320405	6047	138
386611	1308	1
71300	1242	0
387347	900	0
55961	2495	0
214704	3651	44
68202	549	551
78910	4268	1
93677	1967	0
73178	4858	1616
74409	3452	0
77042	2088	0
20690	2131	0
74468	2070	0
319832	4985	5
14763	3205	0
101185	3153	218
626904	1565	1
14823	3678	4
735266	96	0
76224	1567	6
627049	3895	920
74375	4138	13847
11844	933	1779
56223	1790	40
18506	1357	0
56463	3482	3186
192198	3622	180
387237	73	0
16846	3257	31
68272	4186	1343
101359	3413	15
23917	2408	1124
69573	1106	841
245884	1175	22
330277	1587	0
12321	3410	17675
12057	2410	51
232664	3491	776
68794	9166	11246
66144	635	1003
668210	646	4
333088	4888	33
27056	2392	162
320938	3971	2245
232670	1959	36
319757	3977	2448
74340	5385	752
320609	5370	25
76419	662	0
18181	5342	760
387177	75	1
723886	106	0
387178	70	0
100463519	1424	3
22214	4780	2980
100862136	456	0
232679	1847	380
76788	5883	1584
72649	3403	631
75647	1597	1
232680	1325	0
100862143	298	0
71791	2061	0
74649	1963	0
109697	1578	0
83922	3380	123
17294	2777	361
723930	98	1
54160	3128	1338
116732	1141	0
619665	2970	11
387222	88	0
387223	71	0
73652	1042	12
100503869	964	4
27418	3973	1516
27205	5330	809
76382	918	0
243743	12602	700
319849	1909	0
66075	1432	1399
20336	3723	892
100503911	1034	195
74354	3058	5
58246	3697	471
11677	1402	85
14187	1304	43
67861	1341	231
11997	1248	2
12183	2068	581
100861595	1466	976
109624	4035	20023
100503921	1859	3
76223	3719	49
68487	2614	14
78412	3725	35
101240	2637	543
20899	1455	0
243753	2159	5
53621	7188	984
70699	6229	1702
67705	1302	722
243755	3426	0
208164	1528	222
73409	430	0
14489	4042	4802
319472	3103	0
243764	2036	0
735279	84	0
19242	2021	3501
320127	4598	357
73585	895	0
208647	3318	1984
208665	2699	0
100039636	1133	8013
21848	4038	595
320590	2366	1
140494	3285	5
77522	530	0
330286	10970	547
209032	6538	274
78781	4433	2302
264134	4140	203
320538	14669	1483
66117	441	225
192196	6410	3577
100861853	895	149
100504031	4914	1
74253	2282	75
665180	1429	9
15258	4488	504
21391	1978	0
69986	902	1
243771	3229	762
75379	880	11
338523	9553	2578
72144	4065	1248
19331	1322	42
54484	2936	1214
100503122	577	10
621427	830	5
209773	4435	564
77209	1506	3
57869	3539	267
68198	455	627
109880	9728	1396
14548	1055	263
434008	3092	0
69923	2225	230
243780	1951	83
381759	2886	2
381760	2034	164
574417	1002	0
57253	894	0
67690	1049	0
258380	942	1
258381	945	0
23845	3820	1
387513	996	0
232714	6488	9
194357	1860	0
621968	350	0
232717	987	0
73481	1647	0
73626	856	0
100040208	870	0
67373	2142	0
100124659	344	0
100039790	347	0
100124660	344	0
100124661	341	0
100124671	322	0
100124672	372	0
100124673	337	0
100124674	372	0
100124675	340	0
100124677	340	0
100124678	346	0
100124679	347	0
100124680	347	0
100124681	344	0
100124682	346	0
100124684	352	0
100124685	335	0
100124686	346	0
100124688	347	0
100124689	347	0
110315	267	0
100124699	335	0
22074	799	0
103964	801	0
436522	890	0
22073	812	0
436523	824	0
386551	745	0
100040233	830	0
114228	807	0
22072	826	0
100125246	12	0
100125248	48	0
100125249	48	0
100125250	50	0
100125251	51	0
100125252	50	0
100125253	53	0
100125254	46	0
100125262	519	76
100125247	14	0
100125255	50	0
100125256	51	0
100125257	49	2
100125258	49	1
100125259	49	1
100125261	47	4
100125263	520	92
269846	335	0
13848	3760	1550
64177	2928	744
194352	2600	4
76606	741	0
23925	2516	0
258569	945	0
18716	571	0
84543	435	5
71578	617	0
387564	550	0
20939	651	0
353148	960	0
387515	960	0
76263	930	152
109218	1147	18
12366	3463	382
12723	3545	1
76156	4101	0
22793	2438	5022
13835	3273	875
72131	845	4
387514	882	14
387512	966	13
387353	927	1
258436	942	0
258989	942	0
259144	1052	2
546896	954	0
403088	3110	2
232748	4257	3033
77574	3738	2255
258016	954	0
258988	954	0
258207	954	0
258437	933	0
259067	936	0
258270	933	0
258990	933	0
258292	927	0
258650	933	0
258649	933	0
258648	933	0
258293	933	0
18310	933	0
258647	942	0
258366	966	0
18346	966	0
100503800	667	2
54324	5407	4408
18291	1893	1
29807	2562	197
319812	4095	1
66797	7156	11
26965	3157	3714
14056	2667	1555
19799	174	48
19874	101	1
19872	111	2
12304	2481	3708
735289	77	0
330301	2829	5
272347	3478	87
101095	5222	339
232784	2709	430
232785	4415	77
101197	2761	172
72306	3111	542
69228	3651	375
100503622	4442	3
77827	7005	505
68910	3927	94
243369	15586	14
58894	6289	285
76252	1835	42
243371	2910	109
71660	708	123
330305	964	0
58887	3146	129
243372	4083	43
243373	3573	5
243374	3700	50
317758	1383	54
107526	1810	97
231931	1612	378
231932	1269	0
100041450	1722	1
16205	1505	24
317757	1943	71
83408	2145	13
65963	2049	8968
66058	1119	2279
666105	2194	0
76507	2875	8
69761	2484	6
243376	2288	0
243377	2778	0
93695	3798	53
75593	785	244
140488	4347	18
101214	1828	4493
57895	2271	121
231946	2096	73
77485	3238	0
109648	547	382
56524	2222	724
54722	2133	75
71720	6935	1300
13063	3059	623
73183	1007	5
70821	2334	127
60531	567	0
319981	1239	2
387166	99	0
18025	2544	73
53379	4086	28836
12417	1803	600
71982	2699	423
54353	1639	382
15394	2474	4
100504068	522	12
15399	1681	4
100503966	1692	0
15400	2543	9
77580	3354	0
15401	1528	0
72628	835	1
15402	1877	8
15403	699	3
100736249	798	12
15404	1952	7
15405	2272	0
723820	85	0
15395	3142	1
15396	2244	0
15397	1839	0
15398	1313	0
70593	2916	0
14028	2877	4
74304	664	0
58875	1734	1053
52440	3285	6493
231986	3098	319
100504507	519	0
666259	851	16
320189	3029	67
100504577	358	16
231991	2873	756
66873	5358	683
71287	1597	1
69993	3404	248
78616	1998	0
100502661	3220	1
100042056	4486	48
78004	1381	6
330319	4204	1377
69938	1777	14
231997	2644	566
231999	6989	281
68235	1710	100
387524	2610	375
107607	4415	352
110175	1362	99
353172	2390	1204
12922	2654	5
21743	1023	7
330323	4785	245
11826	2760	5629
14602	1598	0
330324	3151	0
11517	6243	11
11922	2154	0
100041339	1092	0
232016	3284	5014
19051	1738	10
18575	12827	2
66373	501	7
78937	6691	1455
210973	3868	1548
27055	3011	4606
100861676	602	0
107569	1780	444
171194	894	0
171192	948	0
171193	912	0
434016	936	0
171205	1213	0
171203	1051	0
113858	936	0
113860	900	0
626397	924	0
113862	903	0
113864	912	0
113863	900	0
171202	912	0
171189	912	0
171199	900	0
171200	927	0
434017	912	0
243382	5560	181
67138	5279	233
66459	5410	351
71835	3657	268
232023	2886	885
171201	894	0
171196	909	0
171197	909	0
171191	891	0
113865	909	0
171190	1020	0
171206	912	0
171198	909	0
113859	912	0
171195	909	0
626828	912	0
26357	2491	674
73998	4731	262
58243	1894	7
58909	4293	233
68140	3007	223
243385	3100	281
434019	2527	0
208079	1448	0
20617	1463	2
70945	4636	23
100504262	1661	0
232035	5654	16
14804	3024	1
100504298	7189	0
11921	2098	1
13990	5098	647
54486	3298	4
634745	393	0
243407	2953	1
414084	3769	1
68169	4684	16
70779	2182	295
67653	1444	0
56150	1725	275
171188	2442	1
171187	918	0
546901	930	0
171185	891	0
171184	918	0
171183	909	0
171186	909	0
546903	918	0
100042008	498	14012
75373	1634	22
14701	4363	3563
13197	1224	1173
320172	1762	12
319665	2041	0
66870	6685	9321
16162	2947	46
209590	2488	2
56753	1764	352
692187	362	0
75070	466	0
243420	362	0
628027	362	0
243423	362	0
628056	362	0
628072	453	0
692182	353	0
243433	344	0
243428	353	0
243431	351	0
628144	351	0
434024	359	0
667435	353	0
434025	348	0
16098	357	0
381776	360	0
545847	353	1
381777	357	0
628268	362	0
381778	348	0
692169	347	0
724035	211	0
243439	353	0
434028	362	0
435900	347	0
692165	345	0
434031	347	0
667550	347	0
692161	347	0
384410	351	0
434033	358	0
434034	351	0
384411	338	0
692154	362	0
243451	343	0
434036	347	0
692152	347	0
243453	358	0
545848	348	0
213684	358	0
545849	358	0
236047	358	0
628516	358	0
385109	352	0
692138	232	0
434586	352	0
385120	438	0
628541	348	0
384515	352	0
19783	238	0
628571	352	0
636752	352	0
546244	352	0
667683	352	0
385277	264	0
381831	330	0
384514	332	0
235952	352	0
385253	352	0
385291	352	0
546213	358	0
619806	358	0
381782	352	0
619846	347	0
692245	347	1
545850	347	0
545851	347	0
381783	347	0
619960	347	0
620017	347	0
620050	347	0
384417	347	0
620088	347	0
620105	362	0
620126	365	0
243461	365	0
434039	347	0
384419	365	0
620191	347	0
434040	365	0
434041	360	0
620240	371	0
381784	347	0
677858	365	0
434685	284	0
637227	347	0
620400	362	0
108024	347	0
232065	365	0
667859	370	0
667865	347	0
640340	365	0
108022	347	0
667881	347	0
667899	357	0
667914	359	0
667924	359	0
667928	359	0
108005	359	0
667940	359	0
626347	359	0
667946	359	0
626583	359	0
108004	359	0
110759	38	0
110760	39	0
110761	38	0
110762	38	0
110763	38	11
16071	320	18
19895	1772	875
13666	4496	443
74221	807	0
232077	1206	7
619547	413	7656
232078	1850	119
14080	492	0
12180	3361	0
57896	1749	583
381785	2868	3
12526	1416	0
12525	3130	0
68477	6165	3045
22644	3264	1275
66700	2592	1372
104263	4923	3533
52250	3804	288
66223	3695	290
76614	2761	2014
69956	2595	685
20019	6109	1613
330350	2631	0
20454	2448	132
71265	1670	0
71093	2355	339
20388	1876	3
28035	2237	803
100504536	963	19
68364	4636	228
232086	1510	554
66510	1383	503
53620	1648	133
22320	786	1161
56316	2899	458
232087	2804	15420
78108	1933	143
71130	1278	0
12332	1249	976
232089	2235	357
67442	1937	479
22134	5025	6948
21415	2784	1537
100038714	1529	8
74287	3251	2897
19240	943	1209
330354	3513	12
330355	12652	22
56451	1392	1088
66740	1095	0
100043338	495	220
12386	4130	0
74342	2521	91
70753	2219	0
434050	1236	716
18489	759	1
30053	782	0
19694	837	0
19693	692	0
19692	769	0
19695	774	1
100504701	2088	0
100463512	334	1
243499	3693	0
100504719	1756	0
723871	78	0
74220	787	0
330361	3375	74
56284	5016	265
100504740	1535	0
232146	1768	176
21336	5026	8
66979	1694	1252
15277	5513	1758
69652	1831	1
20355	5014	2
110958	2051	35
13448	1807	518
16950	4049	1173
64704	1725	647
11993	1511	1669
93838	3158	42
21909	1434	1
69837	874	62
16815	817	4
100499518	77	0
243510	3129	114
68499	620	211
57377	2770	617
22377	1321	527
70020	1038	244
20166	3358	1628
75659	1267	63
71837	2050	24
13191	4508	2827
232156	5124	3
17768	2070	828
232157	1562	1517
78653	530	223
194388	10907	2068
320775	1689	1
27369	1110	324
11468	1315	3304
70527	2157	262
100861870	3734	4
51811	2400	0
246278	1530	0
545859	1435	0
574519	2118	0
24113	1233	0
110935	1927	229
67934	349	2
75305	1737	5
21766	1454	406
665004	795	2
56174	1422	353
232164	3325	2471
18139	6470	1284
26903	7056	761
100038556	762	0
232174	4849	292
75914	5440	1488
108176	986	965
545861	4643	0
20751	1226	436
13796	1173	2
94282	3654	64
52055	6124	2482
735267	82	0
384452	1602	0
232187	2493	716
73327	1296	94
12468	2452	6681
330369	6562	2
13656	2100	936
236266	9984	491
100043497	686	4
93674	1966	3
623273	1170	2
100504710	1380	0
69049	986	5
68396	932	34
100043508	483	1670
93673	3280	20
75541	3278	25
66116	1011	35
69786	2241	528
72102	6435	4381
100502586	705	50
26910	759	0
11519	3119	0
21802	4229	2212
66488	1606	156
68011	393	552
100502598	627	23
66881	4291	2681
21841	4483	787
232196	3123	310
381792	775	3
23983	1678	4939
72012	681	282
67855	1537	120
17119	4662	2142
66618	836	409
23885	2944	510
11746	2003	2299
67170	1034	43
269774	19345	1794
56748	955	169
14583	6248	1820
52372	2227	29
69538	5264	12949
66283	1220	0
66284	777	0
68888	793	38
12154	1317	0
232201	2909	117
58182	4056	6
72103	3278	188
320001	2822	0
613264	1047	0
100503261	1290	0
58229	2754	1
545864	1349	79
54368	811	1
69834	4741	1842
57905	1620	999
12785	2178	10314
54161	4504	3946
232210	1408	647
243529	1062	157
434064	1423	10
19349	624	1569
103963	3642	4486
14461	3243	57
56691	989	1
65967	2679	396
56505	1655	512
53421	3039	5801
74589	1986	0
23945	4628	1842
80283	1880	304
319655	2000	259
100038356	3118	6
100861958	527	0
17216	3371	847
24100	1829	359
232217	2621	0
434065	1054	0
330379	753	0
18844	9028	3808
66098	1126	325
232223	2836	827
113855	933	0
113857	1025	0
113848	1098	0
113847	1069	0
113854	933	0
22297	3249	0
113856	930	0
113846	933	0
113845	909	0
24112	933	0
113852	933	0
22296	2359	0
113849	930	0
113850	840	0
113853	1122	8
113851	948	0
243535	1160	0
71797	1651	0
243537	3365	0
80292	6911	710
243538	2141	9
66277	2294	33
100861972	533	0
107747	3084	21
100502864	682	1
71699	2687	60
232227	6812	2022
665685	803	354
54563	7035	77
232232	2494	718
14115	4477	8462
22421	3176	1
75787	1112	0
69798	486	2
72170	1245	248
74122	2850	731
100861999	834	0
22591	3634	374
67678	631	347
100502935	1675	1
21366	6169	9148
243547	5143	64
232236	1757	344
381798	3395	11
232237	5622	521
22026	7620	804
64658	6076	307
78287	5220	511
22044	1381	136
100502961	159	0
243548	8676	1040
101401	6036	2491
74516	703	3
330385	995	35
100503057	951	16
14924	9757	3069
67582	1922	173
16206	4966	4671
78773	2232	0
243574	4703	57
414067	3653	0
20917	2279	465
100862058	674	0
320265	3252	1
78482	1703	1
320701	2182	0
101351	3205	3274
232286	6781	1107
22200	2443	1177
65106	1339	2330
320502	2242	0
232288	5029	1396
17342	5178	102
330390	826	0
108655	7484	4492
100503384	3690	5
66892	2513	844
14761	1140	16
50501	1513	1
56353	4376	7952
73395	507	0
72171	1990	226
232313	1826	53
100503438	2084	0
232314	3641	1157
55983	4106	1277
207157	1560	0
18488	5183	1
12661	7751	84
53870	3580	0
100503536	2946	0
269784	6017	0
16192	3557	1
70047	3539	329
58799	4041	513
16979	3756	34
74729	1609	115
58911	2601	986
100043718	371	3212
16438	9877	3597
100503596	829	1
75394	2390	12
20893	3113	38009
67166	2928	1348
100862120	1503	0
192193	5858	2279
100862128	734	2
627371	429	494
108073	4181	0
67336	452	0
30937	1728	162
100503613	2116	0
243612	1321	7
12391	1157	5
18430	4568	10790
58186	2701	482
259302	8887	1050
14911	2061	301
14910	1606	563
72895	6470	3104
269788	4765	3
97287	2676	536
211232	2779	14
78783	4435	2106
18294	1545	131
52163	1434	1160
101206	1855	526
68089	2271	1346
101100	3972	96
101122	1269	31
14311	1702	1
67767	1260	259
57890	2992	318
171095	2369	676
171508	2034	175
210673	3304	14
66087	1958	1675
211651	4780	107
70979	1358	5
101314	1095	1068
22346	2730	442
108960	3196	172
381801	2646	1617
58991	527	20
110379	1301	926
100504971	440	0
11941	7050	10
243616	4066	2
232333	4295	2
15465	4078	88
74244	4033	873
100862196	647	0
232334	1293	775
109292	3251	0
68971	1166	203
100503783	1048	0
20965	5646	147
110595	1416	20
19016	1984	79
381802	1774	121
70291	2539	3
67027	2240	312
110157	3066	4377
94346	1734	222
67088	5453	411
19951	504	7281
100217451	129	68
212516	2551	13
17193	3584	129
81896	4067	841
212541	3236	45
171506	1114	6
67784	6907	1221
330401	5719	753
666634	881	3975
666648	441	133
28006	4297	1884
67492	2536	40
71779	4521	858
11689	2827	2
100503845	448	0
258914	930	0
258019	2672	1
258020	984	0
258754	963	0
258438	933	0
67255	3165	395
213391	6344	443
213393	1317	559
319776	3335	1
20315	7161	4881
100126203	1971	0
330403	1025	0
72263	418	0
621705	501	12
232337	1099	224
22685	2813	270
98758	2990	7414
108017	554	7
70727	3236	9
78752	3661	956
19713	7341	209
73531	787	0
213895	4288	1424
100503945	731	1
72720	3661	161
22750	3921	237
232339	5704	371
12288	9053	1920
74363	2166	0
319618	3311	76
100503955	1009	1
319734	5803	0
211187	3679	1
68465	3963	1715
22419	2371	749
101358	4219	766
111173	9787	1533
67289	837	3
19365	1978	257
232341	12052	9495
29862	822	2
330406	2961	75
67200	2935	117
214899	10969	2986
16172	3970	1630
94047	4869	5
214932	1908	121
73505	668	0
330409	9213	21
71803	1367	7
11973	1204	1647
94044	6933	1489
12122	1891	135
100505050	6696	2470
194401	2894	939
74043	4086	340
53857	1432	34
24110	1771	25
100504054	415	0
14412	2150	14
14411	2563	1
243621	6840	1
232345	4671	3
17836	4657	0
17837	4544	0
381806	1350	0
17835	4683	0
50928	1365	2
625931	704	1
17113	2222	2947
13619	3839	1540
74269	817	0
108653	4017	193
667035	550	5683
50530	1413	90
11628	2397	15
11810	2265	800
14562	2109	0
73708	818	0
100043805	694	14
639606	882	126
71950	1356	4
20527	3959	432
60611	5013	1660
12267	4299	1
67602	2393	375
100862403	386	0
269799	1558	4
73149	1330	0
474145	1092	0
69810	784	0
26888	2616	0
381809	1044	0
56620	1245	6
17474	1336	1
56619	2519	2
232358	2565	0
667180	2562	0
546912	2562	0
546913	2562	0
435916	2550	0
243628	2565	0
545874	2568	0
56552	2568	0
232367	2574	0
93671	4492	10
76921	535	0
19305	3185	1461
232370	4007	118
232371	3010	46
50909	2762	748
50908	2985	2370
667277	2166	44
317677	2662	256
14792	2502	1204
14791	1045	920
12034	1360	2643
387159	72	0
723944	69	0
15170	2410	198
14790	568	1264
19866	62	37
13498	4396	5226
13807	2631	200
16977	1470	6
14794	1179	101
21991	1601	3417
22225	3176	1834
14793	1488	109
14695	1846	3
14789	2779	1225
14788	2676	44
12504	3095	4
16768	2003	1724
69202	1155	14961
442825	991	251
30853	1544	4231
26894	2265	1549
319352	2338	1930
269800	3553	1403
28019	1617	861
54137	2154	124
381810	1515	66
107932	6438	15229
110109	2623	2157
320678	2849	71
14433	1232	139
68298	4514	897
100217413	71	0
66493	1515	431
100526526	87	3
22317	3154	422
213233	2080	706
78668	1353	18
21940	1576	9
73870	1093	8
22144	1509	0
17000	2092	1848
20276	3499	299
21937	2155	5776
213522	3019	815
12527	1192	14545
22371	8817	2211
243634	3932	1
18205	1548	87
100038574	2825	3
16493	3005	31
16485	8970	72
16494	5839	51
100504356	1019	0
66108	1322	1173
11642	3153	0
101320	2073	0
19362	1835	63
28040	2238	131
14177	1232	0
64654	1814	5
319801	3653	163
100861633	596	142
12444	5772	1983
77558	1494	6
101187	3724	103
381812	1094	1
381813	2413	0
100504457	726	0
68498	4209	5
109246	3930	1286
330427	3847	11
21679	3076	27
22158	3374	1194
72440	1957	316
14235	4365	595
71149	1092	6
60345	1896	165
101142	2299	376
14228	2167	5617
791299	4598	144
11287	4681	1
667610	517	0
232400	4698	0
17057	1274	2
94071	2160	0
100043861	645	0
17059	2632	2
80782	2212	0
232406	2742	0
93675	977	0
70809	2613	20
100504591	1082	0
408064	838	534
232408	1708	0
232409	2271	2
93694	1214	661
76432	769	64
12515	1620	3
381816	1566	0
232413	2222	0
71183	1621	0
56760	1170	0
232414	3294	7
243653	3268	50
56644	2277	4
108078	3569	62
330428	2875	2
100504641	806	12
57436	1773	1704
100861675	755	0
243655	913	4
16643	866	0
27007	3293	0
58179	666	0
16642	782	0
16641	735	0
735268	109	0
503550	838	0
320407	3913	0
232415	682	0
170733	1177	0
16636	1155	0
667764	816	0
16637	1116	0
16635	971	0
667769	795	0
16639	1178	0
654449	802	0
16640	1194	0
16638	1238	0
16628	823	1
16631	815	1
16634	1292	0
16627	1667	1
100048471	693	0
100862219	3798	0
625558	747	0
434094	2418	0
16633	1886	0
66441	766	127
243659	3378	5
56449	1862	5468
71392	602	0
387355	939	0
387342	927	0
387341	927	0
387340	909	0
57252	903	0
387346	930	0
100502592	897	0
381833	1621	0
381832	1284	0
667929	916	0
381818	858	0
19131	870	5
83380	951	1
381819	484	0
387348	888	0
387349	918	0
630845	930	0
353325	933	0
387351	930	0
387339	1044	0
353165	984	0
353166	993	0
353167	1002	0
112408	918	0
387344	1002	0
387345	930	0
387352	936	0
387354	963	0
387356	933	0
387343	951	0
667992	939	0
387616	939	0
381820	2509	820
232426	647	0
545884	648	0
100502708	945	24
545886	641	0
16483	608	0
14011	5541	3178
66813	2220	12
16974	9368	3580
100861765	1373	0
67729	2376	95
67774	1937	127
70686	5107	1003
232430	2536	143
14760	2461	156
72813	2825	23
12576	2405	1236
381822	607	19
381823	3284	1777
67755	1764	1100
232431	2072	946
93746	1385	2
15199	1061	190
100502888	2572	0
74525	4209	150
100861778	395	0
14840	1487	0
76400	1256	0
13730	2721	9365
100861780	570	0
14812	7515	0
668137	1573	47
100502936	1815	0
54343	4527	1435
66857	1974	147
14917	3936	1
320332	2879	7
232440	1827	439
60321	2722	1838
320135	1138	2
654818	2052	3
109978	2384	289
17313	599	2392
69187	953	1
11857	1100	160
78600	558	1
232441	2313	97
19277	6749	6
13860	4402	2459
20901	2644	4743
232449	1688	156
277898	2461	0
56615	943	1674
109593	2101	1
50540	1356	0
70962	1149	0
632971	682	19
18705	6290	7
114875	2182	0
12344	1265	0
109135	5133	1167
11569	6616	4636
54611	4205	91
100093700	3835	0
58807	3178	5
28253	3296	0
435927	2013	1
28250	3823	1
28248	3967	0
625716	1953	0
28254	2804	0
108096	2539	18
15874	696	0
100862370	588	0
232491	2155	182
19691	4701	231
66964	2796	834
319552	351	0
232493	2657	0
16832	1290	713
100862384	367	0
16523	2188	39
20928	7538	109
321015	1392	0
100862392	483	0
12764	1760	246
330440	1475	0
665037	2459	0
20449	8995	0
74741	4468	431
75320	6433	2585
52285	2761	0
73425	645	0
20678	7334	198
66760	904	0
12035	8102	325
16970	2313	22
320662	2534	23
67636	1623	262
16653	4670	1193
100039495	886	15
381827	4600	0
74071	1534	3
22147	1567	0
71323	1733	374
79362	1421	3789
16651	4408	1012
16439	8331	612
71177	3059	3800
67529	2828	1338
67623	3312	1579
108098	780	468
626175	626	2411
74925	740	0
232533	4617	395
272322	1740	55
69371	1268	0
67533	4875	3585
73344	2034	0
66532	982	10
232536	1067	329
545893	1123	12
232539	6571	177
100039641	2361	1
19227	1512	957
67015	2459	473
100039727	921	1
330450	3397	84
67456	4127	917
320737	551	1
387314	8346	411
66184	941	146
622319	2562	0
320727	5359	1010
232560	3566	1128
56306	2640	445
109163	1757	52
320560	9833	357
320204	1691	107
232566	1027	67
100038707	2936	0
67246	6080	808
12121	5293	173
73949	775	0
245128	3449	4
100049710	83	0
100303645	2232	0
100049715	82	0
100049711	82	0
100124471	79	0
100049714	80	0
100049712	84	0
100049713	69	0
378425	4329	0
50918	3418	3571
18752	2714	434
81904	828	57
81905	1380	0
54378	783	0
245126	957	0
232790	1823	1
66091	349	531
69714	1091	462
68988	3143	619
232791	2905	1242
100628594	86	0
69757	2213	523
353499	2346	751
77582	2880	1865
66078	1645	1946
76846	703	6270
100861805	390	0
18733	2728	0
18722	3440	0
100041146	2049	0
18725	3464	0
675749	2166	0
100038909	2130	0
18726	2578	0
52855	3512	1
77323	2312	0
57776	3888	20
100037396	2536	1
232798	5094	4117
243813	1690	85
58804	867	127
232801	2109	2
18729	1949	0
17086	1463	0
243816	1152	0
108841	3044	1386
67425	2522	928
320749	3640	61
232807	2982	3820
21955	934	7
21954	824	61
436022	2189	243
53420	1750	12
545902	4020	1
68255	1222	67
243819	3793	2778
66245	1488	800
381979	3184	559
330460	3418	9
232811	2235	703
333182	604	107
243822	2687	7
16156	1944	335
100503176	733	1
78052	586	23
664968	1051	284
19943	496	227
77891	988	45
232813	6007	8
67441	1065	10
664994	1088	292
232816	3524	512
269854	1612	187
269855	4260	75
381836	1139	0
381835	3152	3
68490	2159	269
23877	2866	908
66056	1105	57
319748	3958	345
654801	2146	72
68992	1102	155
232821	2005	241
22185	2202	4218
13854	2565	1568
192658	1677	0
100503864	575	29
19428	1009	24
384522	933	0
81015	1832	0
665150	933	0
232827	3404	0
272350	10141	9
81014	2683	0
404284	933	0
665255	2744	0
636697	903	0
636731	903	0
81016	1996	0
81017	2172	0
404285	963	0
81013	2682	0
384525	447	16
83564	3614	1
67109	1899	502
72667	4331	185
100503253	829	4
232836	650	0
170734	1969	0
627821	961	0
384763	3671	151
213011	2765	39
330463	4990	22
22690	4146	125
100042450	2190	0
257882	966	1
258917	945	0
258918	942	0
18349	1044	0
258383	960	0
258915	939	0
269862	954	0
258384	927	0
22776	3501	21
18616	6624	1232
100169889	865	0
57775	7319	0
100499513	84	0
116811	3225	0
20871	1438	3
232853	2037	626
76373	3025	5
232854	2700	51
232855	2772	297
76229	3806	55
12727	4578	2233
22306	2559	0
100042591	2586	0
22311	2559	0
624512	2586	0
100042636	2559	1
625353	2586	0
100042653	2559	0
72716	1644	17
100042848	2559	0
22310	3623	0
381838	2849	0
434113	2586	0
100042810	2559	0
100042781	2559	0
545909	2586	0
434110	2586	0
22305	3078	0
100042688	2559	0
100042894	2430	0
100042891	2559	0
100861759	1355	1
625580	2568	0
625605	2559	0
434117	2586	0
100042921	2559	0
384534	2559	0
171264	1524	0
384752	2964	0
171263	999	0
22775	4191	43
628580	960	0
252904	1732	0
171262	897	0
210045	3274	0
252910	2037	0
434555	2257	0
665780	1754	0
665798	1088	0
245109	2276	0
545913	1992	0
628737	971	0
665848	1745	0
665902	1829	0
675782	975	0
252905	921	0
171237	912	0
628898	537	106
171240	915	0
171241	918	0
171239	975	0
628946	921	0
171242	942	0
100042437	921	0
171238	927	0
100043092	1594	0
171244	921	0
171268	915	0
171243	921	0
171267	957	0
619331	2336	10
67370	6424	149
73090	853	0
637908	2421	0
666085	2421	0
100042499	2346	0
629079	2340	0
232875	3626	170
67230	7933	105
65020	3549	354
243833	3833	20
232878	2620	45
20103	740	5145
100502827	528	1
381845	3239	339
243834	4289	71
269870	4914	196
26459	2330	9
232879	2140	83
21849	3242	12024
68953	927	1343
22192	1567	1091
109889	3497	9
252909	927	0
100312473	951	0
171261	888	0
100312474	951	0
171260	951	0
321008	3348	124
16881	3520	1060
232889	3485	33
29865	1745	0
330470	822	0
77684	530	0
434264	1046	0
100043194	741	0
20859	1021	0
434121	964	0
629203	858	0
629219	969	0
100502975	1110	0
434123	659	0
76971	2243	0
638251	897	0
100417675	4528	8
627280	930	0
194588	1264	0
246792	1329	0
71468	1217	0
246791	1603	0
252829	1312	0
100862151	884	0
252830	1336	0
12951	3018	0
546024	2967	0
20364	705	1995
68077	1558	4153
100217441	99	6
259300	3058	5094
243842	5360	689
666528	4561	1
108124	2332	2881
70394	1649	322
110891	4235	197
17537	1781	339
71723	3801	413
319430	3561	2
12273	2570	2
66300	1680	549
243846	2570	1486
170770	1976	723
56459	1871	1424
100503024	985	18
330474	6051	1840
69094	815	276
18142	2091	4
232906	8393	2909
100038912	715	0
101434	1391	0
26368	1374	0
232910	798	719
20514	2758	3080
100503076	390	1
243853	2806	517
97387	3535	2989
101540	3757	776
320950	2235	44
629378	2828	706
14709	920	11
19222	3334	25
12315	2208	2589
434128	4147	29
71691	1687	1
434130	2058	160
19060	2070	1127
100503373	467	1
53417	7019	8
26436	2283	0
384557	2121	0
114872	5441	2
671132	1501	0
232919	1922	0
73250	3248	0
67084	1024	0
381852	1839	0
66996	1011	0
69785	1085	0
67315	2624	0
232925	575	0
266815	2489	68
26438	2537	1
114871	1963	2
574429	2058	1
114868	3067	2
545925	1942	0
56868	2179	0
72242	2159	0
434540	1428	0
243862	1871	0
20958	3113	26
26439	2547	0
26437	2084	0
243864	1120	119
21946	681	10
232933	2010	159
384569	8372	45
378430	1439	0
232934	2175	196
272359	2699	911
15377	2039	83
68188	4121	2660
83434	2357	2
13401	2520	1195
13400	2761	511
100526504	65	2
20475	2853	543
243867	2962	91
67369	2100	378
107686	488	979
381853	1792	3
72205	2312	1120
724063	98	1
319197	2884	120
403187	2260	656
22323	2252	3014
232941	1631	2
20167	2025	125
14282	3776	108006
