EntrezID	Length	MCL1-LD_BC2CTUACXX_GGCTAC_L001_R1
71345	3012	349
27388	2172	707
107702	2015	3854
15461	2272	789
70552	2628	76
72000	2047	114
66985	1525	398
387206	110	0
101471	5374	1868
54123	1859	198
72040	2629	2
20287	507	4
13491	1336	158
54006	2733	331
71448	2197	102
98845	3065	2033
320871	2935	44
21351	1276	7129
213350	1497	183
100862193	870	0
57754	1657	0
68267	2852	394
57913	2900	42
67186	441	2436
100217419	134	14
66853	2717	9429
213573	1687	2509
12476	2012	2305
66491	1671	148
64540	1569	365
68038	4223	868
11772	4639	1915
100036523	2620	3
353328	8022	0
100862174	3542	3
17831	2923	16
17833	8505	0
74180	14963	0
54473	3705	6000
75770	4351	2
100526509	63	0
101513	1456	558
18218	4819	1391
100039728	660	0
668763	966	2
100043617	1096	0
71623	1474	0
100039757	963	0
77215	1652	0
114666	1177	0
100043627	600	0
100038419	2352	3
50774	693	0
50775	1002	1
320802	3230	0
13033	1954	18639
55925	1505	20
21953	667	4
16985	1925	3
677289	2245	0
21957	1121	0
19935	582	150
330677	2106	0
14955	2615	259
735280	84	0
16002	4236	1074
723874	73	0
111975	4778	1
16334	565	0
624121	805	0
21823	1757	0
17173	1612	0
27027	1827	3
97423	1901	41
12520	1518	5523
56844	1394	476
56843	4383	0
16535	3029	133
63830	83437	85
71153	1526	0
12577	1942	86
18400	1629	285
22113	737	35
17955	2283	1418
27267	3222	758
244237	2977	2
79202	2275	28
79201	3283	96
79196	4085	354
381974	1821	0
244238	3761	5
78914	2631	105
13360	2816	459
100526562	85	0
210274	7029	1043
13043	3223	5553
233977	5259	3629
100038412	1053	22
14082	2871	140
101772	4604	10462
791284	1338	5
14174	1194	0
14175	3030	2
14170	1809	8
100568459	154	6
72284	1959	180
12443	3796	2431
100040049	935	4
233979	2909	145
211577	2006	1
211578	3117	0
100039479	903	0
100039499	903	0
16337	9355	987
319493	2967	0
102098	5300	1237
69129	1126	235
76406	1613	11
140482	1999	390
94178	2003	658
50767	4497	527
546049	1621	7605
69697	4296	1589
67439	2654	1210
100503890	1193	240
18545	625	2
20911	2703	2398
57264	1287	0
69189	1132	0
100503924	354	5
66682	2034	344
14128	2358	1
75863	1235	0
170786	1484	0
170780	1771	0
170779	863	0
69165	2020	0
170776	1550	0
69142	1109	0
70192	1085	1
78899	2823	2
213027	1542	89
100503956	2751	112
73072	4616	14
72267	3878	97
26400	3546	1518
100044509	1075	43
102209	1514	506
330695	1226	134
21856	1782	813
15568	6030	1525
20300	1274	52
67260	3668	4
233987	2361	49
100862276	446	0
20419	2132	83
622568	228	5
669393	417	644
20494	1629	0
320406	2159	1
13642	4319	199
66719	2101	0
234023	1712	1489
71249	1146	0
270028	3142	4
319583	4081	78
68904	5181	678
24099	1699	0
244281	6296	0
320014	3085	2
71624	1331	0
665306	2847	7
384783	4015	1642
619321	954	0
12826	6615	730
12827	6426	329
19332	722	455
100504175	2272	7
102132	2121	96
69225	1421	1679
71941	1850	294
26356	2813	520
102334	4463	670
76413	1266	0
665271	2531	0
624710	1533	83
54126	7435	1227
75528	775	0
619290	1839	0
434280	5067	0
434279	1472	0
20664	4037	0
78634	761	0
259279	3649	853
100038554	3655	0
50770	7443	1548
100504249	518	1
100862362	531	0
17207	5512	128
14068	1859	0
14058	2693	0
66901	2398	1
234069	2408	348
99375	3628	1155
16783	2255	11296
66790	1310	194
100316713	68	0
78335	781	1
234072	1365	14
102323	3034	182
234076	4533	323
21781	1700	550
11945	1327	0
24013	7431	1
272465	1224	0
14456	2593	1145
66501	1408	0
19414	4118	25
403185	781	0
69957	2231	1009
67031	1402	401
231201	2861	0
101994	4013	330
66423	802	144
66822	2008	135
72148	2463	41
234086	1579	31
244310	4510	0
26889	6432	158
100862377	1227	2
234094	5474	168
74901	6973	17
434285	1760	0
17930	4953	1
94109	14278	7
100526464	82	0
244329	4620	217
11601	2475	10
52123	3829	320
319581	3176	6
360217	249	0
353320	352	0
360212	192	0
360214	252	0
77674	997	0
360211	246	0
546038	1740	0
78128	435	0
244332	330	3
56519	458	0
654452	168	0
116746	323	0
574081	174	0
81007	195	0
27358	322	0
654456	204	0
244334	287	0
246080	306	0
626415	2590	2
100861725	8474	9
547150	4659	1020
100040599	2514	1
381598	4009	167
100861745	1503	38
100861634	4188	35
100861653	1948	111
100861668	2514	0
654455	192	0
654453	426	0
100041654	314	0
574083	857	0
503556	486	0
66298	419	0
497114	418	0
100041688	403	0
13236	279	0
634825	454	0
100038927	390	0
382059	419	0
13226	419	0
100041759	282	0
100041787	282	0
13237	410	0
13239	421	0
100041811	282	0
13218	507	0
100294660	172	0
100505096	498	0
100862126	376	0
665927	463	0
68009	427	0
100041890	427	0
100041895	404	0
626682	285	0
665956	351	0
626708	387	0
23855	411	0
100041952	376	0
727720	282	0
382000	500	0
503491	419	0
13214	916	370
387334	373	0
13215	305	0
246085	298	0
246079	323	0
246081	339	0
246082	331	0
246084	267	0
246083	224	0
97476	1887	0
67929	1054	0
11979	4711	1739
207958	4964	278
330721	2404	20
23954	2050	57
80986	2601	181
70160	1277	860
56229	4432	33
234129	2549	1
18408	3455	312
69108	542	0
57312	1536	123
102032	1459	259
20516	3658	489
100502938	2341	199
22335	1423	510
234130	1315	0
18970	1227	895
68074	2439	69
16150	4534	1401
18791	2532	42
64933	3467	232
244349	9126	2177
11733	8616	11
723876	128	0
100526510	90	0
74561	2236	3
102247	3944	4109
109145	1364	409
57437	2031	1338
20377	4372	811
320158	4179	9
208924	854	0
69068	1331	7568
209176	3014	0
15930	1555	1
13524	2361	0
11497	2707	0
11499	2791	1
353188	2447	2
11502	3985	2872
69742	1281	769
330723	2181	3
83436	4985	370
320165	7695	289
74489	2295	6
14182	5008	1872
270035	2100	40
234135	11646	2497
71910	1472	439
72108	4267	1385
100503003	511	2
67384	4798	160
67207	2360	117
100503027	397	0
20845	4007	109
23808	2517	801
16532	3531	3
52120	2679	537
74653	3601	141
14272	1881	933
320191	12836	837
77733	3917	170
73754	2267	174
72316	566	2
353310	3305	5523
244373	3947	2486
114863	4536	2315
78560	5517	10
66653	1383	62
75767	7965	4134
71082	1520	26
76615	1356	1
11556	2795	0
13685	981	1113
732482	1156	0
541463	1767	0
108043	4589	0
11440	2906	0
70952	2014	0
382003	1495	0
666422	1660	1
210801	9220	76
71314	1086	0
66959	1747	11
100316666	122	0
68867	3556	1355
100217422	98	0
234138	5080	189
67920	1857	443
171167	4546	42
74517	1758	0
211323	2103	18
666589	1613	0
546052	447	102
100042715	2515	0
22427	6383	263
75029	2120	38
319688	3310	0
628431	1447	3
104271	8408	12
19053	1836	2101
108159	2817	429
14782	2672	663
100504592	566	0
68153	1802	357
72632	587	1
19663	2780	289
22428	964	297
234155	1839	0
68192	2585	271
67887	1899	2342
234159	561	0
330734	2121	8
319520	2427	3013
100861989	1057	185
21951	6444	754
244416	4221	0
100504696	1769	0
67276	5067	359
100504714	1728	14
52065	6408	748
100502846	5884	1
71908	1851	144
330737	2553	2
671641	384	159
244418	4780	648
244421	3930	421
319582	1825	32
50768	8475	123
100502599	1866	0
621080	1959	62
244431	2389	0
723860	70	0
80286	1574	373
621335	638	0
20288	3998	4
80857	1476	0
78506	3268	5
70546	2498	11
18983	2982	1580
52348	6379	957
54384	3446	118
100039179	459	0
13526	2870	0
23793	2621	0
384806	2589	0
546055	2441	0
11988	7857	392
68797	1545	20
102103	7262	1332
78849	2349	4
234199	1120	3
18536	8381	1277
11886	2251	952
14300	1088	456
69966	1245	0
244448	1850	0
622117	1467	0
22702	1801	0
382007	2405	0
13525	2494	0
384813	2211	0
252866	2507	0
384814	2558	0
14107	14627	4571
100039673	3982	3
434310	2395	0
17773	1503	0
622523	862	0
109821	2244	0
16621	2472	0
102294	2930	84
212326	5479	29
142980	4327	603
100503309	438	12
234214	6097	1339
100861925	2031	18
319940	2474	1
53318	1578	457
212392	2626	0
69479	2740	32
192169	1531	608
654824	904	14
67620	3420	3
102141	3067	318
66756	4523	65
11739	1108	2736
234219	1533	0
14081	3891	21935
71876	2467	60
408022	3797	96
12367	1466	940
100503498	1319	13
16363	2484	615
320981	3065	4
71069	10839	745
320714	4322	866
192174	2952	505
667422	785	806
69260	2813	296
70925	3494	429
100039801	663	1
75677	994	0
52357	5042	940
320685	2784	146
23965	10978	4
100503519	4613	0
75359	717	0
100039954	955	0
100040220	1427	1989
11593	1290	180
234258	2253	62
22341	1881	47
76687	3466	1023
76294	1579	0
69281	1057	0
244484	4293	0
234267	3554	2
100040382	1602	0
100040392	1467	0
546212	1419	0
100862163	1521	0
547103	2352	0
100862197	1521	0
100862211	2532	0
100862226	1467	0
100862234	1521	0
100862253	1521	0
100862263	1506	0
100862272	1521	0
100862298	1521	0
100862312	1521	0
100862322	1521	0
100862327	1521	0
382364	1521	0
664876	1413	0
244486	2742	0
110304	1474	0
15446	1719	23
382010	1399	139
50753	3527	318
15111	2235	0
20284	700	8
60406	1183	91
100862010	280	0
97165	2692	138
108150	4523	407
100502593	986	1
100502619	1498	12
270049	5089	0
100040711	678	0
100271928	951	0
234290	1605	0
330776	556	0
23923	1780	0
71306	6789	554
72612	1183	360
12725	6038	2636
320383	2862	5
18004	4264	470
59009	5181	207
69279	565	0
100502680	465	0
234309	1115	164
72333	3566	177
75111	1494	0
234311	5989	31
26359	1306	0
72902	3282	1
244495	3739	0
21892	4928	3
735270	110	0
12876	2103	105
66234	1824	250
77113	3078	297
73067	1125	179
333307	2504	1
234329	3633	0
260296	2229	0
100038489	975	0
407795	1481	6
72925	4822	6
100503651	1772	0
66282	1088	207
74419	2039	0
18168	2314	0
18166	3007	0
234344	2990	332
17960	1347	0
17961	1501	19
17962	1395	1
234353	11804	1877
72281	2767	61
234356	4247	11
73609	760	1
70885	2410	433
16956	4049	15536
100861638	944	0
110877	3118	31
11966	2742	2433
100861650	946	0
211134	1800	1
234358	2996	44
211135	2002	5
378466	2602	21
670593	1053	0
665578	1053	0
234362	2561	670
636741	1740	0
66869	3491	177
620419	2291	20
330788	5764	110
170759	3915	1817
78816	3925	385
53978	5701	119
80720	1347	3
68709	4022	8
234365	783	18
67184	1251	1016
83984	1304	1
234366	5502	2745
665649	457	2018
74549	5372	1863
70616	2287	559
107770	1418	10
100861688	1168	0
330790	3576	3
13004	7166	0
19727	3682	111
75692	1184	41
72368	601	303
17259	1342	5
234371	2994	463
73095	3172	186
76813	2199	154
234373	4337	392
100503831	450	0
26558	2445	230
234374	2100	550
59042	1033	2823
14559	2724	0
93898	2724	0
19704	4616	2299
12845	2426	1
382056	5674	268
234378	3069	328
67937	1491	3
12931	1646	14
66462	657	458
22186	494	229
75620	1216	451
14232	1894	2456
13716	3085	3545
71780	1838	1397
76900	1475	867
211228	1273	0
23886	1084	43
66522	4882	586
50783	942	824
16478	2878	24393
637079	3989	8
100502950	1152	2
110385	3203	454
19339	1451	165
234384	955	742
65972	982	3055
18709	3159	480
72093	745	146
546071	5334	305
16161	2873	16
70807	2346	328
84036	4042	42
442796	2432	0
234388	911	540
114479	2928	772
76808	1291	8163
104370	98	24
270058	3274	214
100316777	94	0
665828	1633	0
69419	482	0
100042057	1028	0
76478	1670	81
17925	7297	1398
67023	1085	1070
77090	1652	317
13864	2218	858
234395	3549	12
68251	1592	669
234396	2134	49
64296	1985	119
94065	646	397
66498	2275	870
382014	3757	475
70359	2800	444
84094	2016	118
665928	1243	1504
69550	769	1417
73711	1062	852
434325	1539	35
234404	2778	18
26457	2795	4036
100861736	1189	8
66171	883	200
100861739	322	1
100037278	2482	65
234407	3181	2483
382018	7960	19
16453	4085	850
16336	587	1
72297	2103	39
74015	3399	47
236193	3975	11
382019	5651	4
170938	2948	119
234413	2718	65
72054	1702	0
404315	1016	0
258532	945	0
258335	1080	0
326618	2082	4087
17274	2012	999
100861754	822	0
209488	1225	15
234421	646	1
67922	1921	1745
11767	1964	420
16598	1816	695
13859	4721	1131
73316	1863	28
72254	2427	62
27967	3800	1234
270066	7029	2191
100503374	2994	12
70625	3040	420
66818	2842	1857
74166	2096	103
319555	7722	3
20467	4299	2150
14065	1762	11
16795	3669	510
100628574	80	0
71597	1792	0
70823	3844	125
21968	2358	51
15368	1576	8985
17218	3422	643
75141	2810	33
666211	538	126
71831	2162	0
100039211	1537	0
110784	4087	209
100503998	413	0
78514	3038	992
70345	1523	0
102182	2781	267
234463	2682	399
67357	359	0
13617	3643	4
73301	2450	0
18997	3212	0
100039422	432	512
19656	1725	581
76775	3630	384
78651	3801	156
622675	7604	385
67687	978	1
109136	2843	175
234479	2642	10
17125	3049	549
73945	7327	1861
24015	3813	3017
68999	2802	85
100504383	670	0
15245	9078	0
14934	1827	1
74709	1758	0
333315	6626	0
93762	4639	1709
14388	4859	2598
100504605	1846	0
74841	4685	4963
234515	4122	78
16168	1285	186
30932	1642	607
330812	9685	9
71310	5848	2580
22227	1644	18
244548	4709	290
67555	1292	0
12745	2278	0
56367	2062	95
258267	1096	1
66916	533	1104
106529	1174	2568
81489	2264	7177
67903	1616	1047
19216	2082	464
320795	3538	2024
68278	1659	1891
26364	3253	228
330814	8188	265
100126034	2807	5
66929	1599	33
18747	2293	414
100862267	855	0
666704	2071	264
73453	1084	8
70134	1000	0
100316677	119	0
74337	2449	0
50931	2658	2
212108	475	0
100038416	1580	6
442802	1880	3
19724	4172	1246
735271	88	1
212123	2312	575
244550	2080	1
212139	3288	764
74666	2494	5
244551	730	11
100049549	72	0
723819	89	0
387216	75	16
387220	87	15
723960	107	18
100526528	83	0
212168	4348	3534
101966	661	1821
67873	2149	153
67736	2099	81
12286	7929	23
15936	1522	5072
66830	4304	1716
212528	2186	1133
17095	1801	1
18032	3905	734
619292	723	2
23863	1680	31
100503665	777	0
102060	1734	250
19358	2074	640
12317	1943	11550
73619	479	3
66590	1829	1154
71846	1373	102
270076	2177	577
16596	1534	4
13423	1643	188
56527	4922	50
100503676	695	75
234542	1908	1
69724	2044	314
21672	942	3429
16477	1840	20199
170833	2617	1334
212989	2089	1
56495	1253	1078
68544	892	895
212999	4990	2456
320466	2125	22
68628	1843	607
436049	328	1
330817	1332	353
67836	1238	259
414077	699	240
17159	4325	1092
244556	2332	22
624855	2397	5
258858	939	0
65114	3169	2969
56452	1654	181
213435	3070	0
66714	1595	202
108682	3596	1643
56445	2839	4589
74513	5646	117
71927	3355	1272
102093	4617	868
244562	4511	0
66887	2942	1147
20437	2114	646
666945	1362	18
80750	6469	3165
100038706	839	0
100503751	687	0
12404	2335	1
100040294	682	0
330820	1023	0
94187	4907	22
382030	1832	380
234549	3146	850
77265	469	0
214627	4624	1147
100503817	1459	2
11513	6330	12
26992	2370	582
93960	4459	15
71607	1434	5
100862404	447	0
257632	4621	678
74256	8250	2710
58198	5258	0
100041089	784	0
625801	321	0
244579	3195	33
100503868	979	1
109151	11517	845
19651	4888	470
14339	2165	996
244585	6969	102
26383	3558	1278
320798	3237	0
16373	2363	5261
71296	1243	351
54352	2403	1686
64379	2380	9
17390	3041	50
270084	2800	39
69543	1015	0
20538	6073	2
244595	1980	0
382044	1965	0
13884	1840	0
104158	1966	4
13897	2073	0
234564	1915	0
12623	2289	0
75704	1871	0
67935	1728	0
14681	7732	21
75809	1862	0
23802	3678	1993
100861639	858	0
68219	1111	196
100861643	471	0
270086	5311	1181
67378	2947	107
17752	391	0
17751	538	2
17750	556	30278
17748	542	26844
71805	2928	479
723956	71	0
20497	3300	0
64209	1871	567
320377	1538	3
434341	6945	409
234577	2302	75
102122	1800	457
67610	3849	421
107566	2030	502
67801	1889	3
20299	1811	3
20312	3144	1690
100861664	759	1
20295	514	1
109006	4327	601
67914	1693	731
20021	1580	171
114255	2604	145
234582	2304	46
382045	2820	0
14766	3864	978
54672	2439	142
330830	2832	0
74187	3425	226
16582	3762	791
333329	6686	59
73407	967	3
79233	4107	379
101985	1764	385
17388	4279	2004
14894	1295	687
13000	3766	1101
244608	1271	1
70993	1152	0
78833	2412	31
234593	2966	5
66083	1669	231
234594	8375	4222
319960	2803	12
100041953	801	555
234595	3282	370
14719	2345	1593
100499527	64	0
12564	4301	20
234624	3219	0
100042069	1650	2385
100504084	798	254
12552	4216	3
100504119	1695	0
71058	868	0
12562	3986	65
100861701	894	0
65115	3392	2
57813	2400	144
75458	2098	39
320206	2937	35
73381	1084	1
100504164	1130	0
75502	865	0
68119	1616	467
97487	7734	1056
234663	4633	1315
320022	2950	10
234664	1808	548
12354	1538	5
628007	206	110
382051	3498	14
12556	3318	0
56437	1575	267
68523	680	305
102022	1964	0
442809	3551	0
234669	1895	0
234671	1970	0
667754	1964	0
234673	2699	0
71903	1823	0
72361	2859	1
436059	1677	0
382053	2049	0
13909	2065	0
234677	2433	0
12400	2914	983
234678	2873	228
97440	2326	3
71609	1385	135
50788	1901	36
26386	1753	40
78688	2869	7
74356	3553	152
277978	2497	5
100504307	1778	2
104394	1993	877
234683	3060	708
723841	97	0
234684	1923	15
66320	775	878
234686	3948	1579
277973	5222	445
102075	4167	88
279499	3028	4
270091	2498	20
67971	1024	102
70796	2054	348
15484	1849	163
11972	1617	2156
11604	661	1
667846	882	6
75687	4134	355
100316712	108	0
546100	903	7
13018	3823	993
234695	2504	102
497652	1425	414
56513	1429	61
102124	1277	73
71046	1124	6
70575	2036	351
74334	5308	1034
72236	2210	3
320394	1767	375
59016	1848	251
68051	1966	80
100504368	631	1
234699	4645	986
234700	606	0
244631	3246	206
109660	888	4
19171	1270	456
16816	1362	4
20498	3832	147
71854	1681	0
319446	1766	7
71986	1871	77
66369	1860	64
18021	6014	1179
77411	2672	1685
69771	1647	140
192654	2706	250
100861797	772	0
330836	3730	836
66432	1525	841
214572	2254	403
58994	5148	3
100038487	2014	0
68163	911	0
22751	2632	62
330837	2994	0
12560	3995	65
68692	1341	1
12550	4413	13893
100504495	1129	0
272538	4409	320
15118	5912	24
214987	2931	1296
21771	2249	1151
20650	4423	1184
116733	2075	746
68023	1537	319
97484	2104	314
66164	3129	553
66269	863	2
21750	3758	251
667847	882	36
66427	4294	2446
54446	13443	5698
18104	1552	14
67619	1647	762
66894	4281	820
387158	70	0
17463	1600	1889
109215	902	0
11906	16439	679
100526511	79	0
628686	1371	0
384864	1122	232
56523	3398	1
64340	4190	1384
234723	1796	53
15439	1345	164
56749	2318	611
244646	6673	37
71955	2342	5538
75871	2415	649
52335	7526	833
11765	6817	3704
100217432	64	8
244650	7847	546
73608	3205	944
234724	2377	6
26887	2000	0
234725	4902	254
12308	1431	0
234728	3577	79
244653	15783	1
100861869	578	0
234729	3030	861
244654	4709	877
76527	1838	161
101943	4299	2930
100217465	64	0
102339	2754	851
234730	3838	289
20444	4470	15
13680	2575	656
234733	6750	317
100628592	81	0
234734	4891	2548
72544	1261	89
353287	1819	0
319518	2904	209
434350	2671	31
20340	3880	1396
100504655	735	0
234736	4443	604
547023	478	3271
74568	1702	227
338521	2492	4
319481	5222	1377
170737	5686	2714
52815	2221	493
22640	1874	154
66473	887	1
100861890	376	0
12927	3280	3839
23837	1215	1336
66817	1943	232
56773	1935	2
234740	2887	49
93739	980	937
30947	3159	50
85305	2173	2125
57321	3599	279
627828	1604	678
170571	4850	0
791378	2006	0
270096	5157	190
668110	901	3
208936	4855	9
67528	1087	63
270097	3655	0
71122	1582	0
100504738	943	0
403395	2930	0
80707	2251	288
17132	3642	8
75465	515	0
75796	8087	184
78213	558	0
66531	1440	111
72155	1768	67
234776	4877	809
69528	2971	22
68133	1337	453
76645	7386	0
63857	2532	4
209239	2652	108
100504395	2075	33
74440	4735	1163
234779	4298	691
74032	2835	294
15486	1280	10
68533	1054	206
100504406	1133	1
12554	2290	40
68196	1165	1764
56690	2100	357
71839	1961	4003
117148	1971	8
234788	2623	0
56453	4375	1645
72552	3169	375
68270	2821	0
21341	3255	173
628061	456	62
75773	1928	0
66733	3806	1
67866	1169	3
69047	3223	4077
74347	2574	93
72042	1639	768
234796	2142	40
22224	3236	2056
78892	4150	517
102193	2854	455
234797	6284	549
436062	1190	0
382034	6953	3151
272551	1038	144
100038388	2538	11
68918	734	21
18117	4933	398
12857	679	10427
15900	2829	18
100503115	597	0
68790	2380	0
15227	1062	0
234814	2444	348
14234	2725	1
14241	2960	0
76405	1080	0
72259	964	0
76454	4355	286
67443	1712	3872
142682	6476	1479
57340	3903	13
234825	2083	236
100504526	714	0
20539	3513	5788
407789	2260	4
12352	1248	0
53325	5455	242
195209	12584	13
22761	3386	246
170732	1340	2
76014	3804	1723
234836	654	33
13057	759	2833
192156	1864	602
100689703	2821	625
319574	627	4
30927	1589	54
68718	1783	498
66965	3066	900
234839	8216	4043
67177	2191	425
11821	866	635
50917	2586	364
59005	610	339
382035	1144	0
12398	7964	27
319463	3344	0
382036	2339	21
257633	2207	475
12555	2843	0
77087	8816	3955
100503178	2028	65
234847	2558	827
100861897	489	0
270106	780	51
100302565	48	10
102278	2405	9
57429	1160	4
13479	2243	10
234852	2171	1519
320869	518	1
234854	1649	275
78779	2380	22
71186	1229	9
72325	2779	362
57247	4877	490
14087	4541	273
234857	2333	76
66855	3836	6633
17199	3663	0
22152	1723	3
23854	4107	917
114896	4268	1484
72185	2637	39
104346	1680	299
100861471	121	0
100861472	121	0
100861473	121	0
100861474	121	0
100861475	121	0
100861477	121	0
100861478	121	0
100861479	121	0
100861480	121	0
100861481	121	0
100861482	121	0
100861483	121	0
100861484	121	0
100861486	121	0
100861487	121	0
100861488	121	0
100861489	121	0
100861490	121	0
19804	121	0
100861491	121	0
100861492	121	0
100861493	121	0
100861494	121	0
100861495	121	0
100861496	121	0
100861497	121	0
100861498	121	0
100861499	121	0
100861500	121	0
100861501	121	0
100861502	121	0
100861503	121	0
100503230	1493	38
69581	3367	7816
234863	1434	11
19341	1412	1097
100043296	435	134
73420	2673	114
11459	1433	9
234865	5808	360
56199	4306	430
100861938	788	0
102162	2893	426
100316819	82	0
382038	5773	842
108148	4110	582
69062	829	0
209966	2824	0
76332	2825	552
11606	1839	48
73647	2330	6
69551	3307	637
234875	3049	1058
68865	1165	110
69627	1315	25
330863	8808	0
66523	1382	491
14712	2984	1034
102058	7407	157
244666	2116	374
112405	3524	685
53424	2391	747
244667	2597	37
244668	6365	776
75930	955	0
74393	3548	8
66566	1155	174
270109	7212	2
234878	5692	203
16525	2303	6743
210027	2784	218
67892	763	135
212728	5060	311
100861955	1490	6
270110	4530	6264
414091	2546	37
67952	4986	2479
52202	3432	489
93742	8019	1457
628847	465	0
18186	5921	112
100316680	80	0
16412	4194	9048
100042659	1194	2
74703	1990	0
75453	1637	0
72139	1472	61
100862012	921	3840
100628572	75	0
114673	1382	0
67667	2270	107
244672	3953	260
234889	13727	27
67618	2870	365
69149	2426	67
78100	2740	337
14802	6152	0
12362	1513	366
12363	1432	852
12364	2605	762
71785	1795	354
71829	1520	1
110350	13972	306
76863	1201	1210
17386	2675	1
17381	3607	6
83996	1997	0
17392	1801	16
83995	2024	0
17384	1714	0
17394	2453	0
234911	1656	0
30800	3276	0
17393	878	6
71929	2871	3311
11797	3140	2550
11796	2813	3077
22601	4171	3327
234912	1592	41
234915	3647	95
76669	1110	0
100316772	96	0
22068	3259	2
18667	6889	124
791396	3983	16
71544	5404	1361
100579151	674	0
244682	4270	0
78219	781	0
77532	2952	135
66396	4642	178
270118	6743	1083
18689	1391	0
77116	3122	1420
74360	2843	396
72826	3672	508
75747	2158	864
71946	4470	733
244694	2662	1
66070	1152	1223
75723	8951	5062
330890	2637	13
14345	3664	305
69325	688	1
56503	1764	77
17535	3004	267
14608	2252	0
64931	1841	0
55991	2075	208
244698	5261	2232
69137	1988	145
234959	3900	366
70984	2981	1939
75316	1699	1736
319675	7371	207
100216535	42	0
170748	954	44
234964	3025	0
78025	433	0
234967	1937	43
244701	1244	0
270120	18468	1
66917	2205	887
72560	2690	1
546118	2639	0
234988	2155	0
72230	3839	25
73503	828	0
73732	1032	0
18322	942	0
258598	939	0
259070	966	0
258559	948	0
258075	939	0
258074	939	0
257872	936	0
258557	955	0
258558	1040	0
258560	1107	0
258249	942	0
258279	942	0
258518	939	0
258520	939	0
258516	948	0
258907	939	0
258908	918	0
258515	948	0
258517	992	0
244713	4025	442
624341	1642	2
257963	930	0
18358	1185	0
258519	930	0
258521	1219	0
258555	921	0
258336	2671	0
258551	1077	0
257898	996	0
258552	1132	0
258550	998	0
57251	936	0
258905	1147	0
258553	1124	0
258822	1098	0
258554	960	0
18315	1156	0
434377	4732	88
22688	11407	311
235028	3665	154
77519	6285	795
244721	2755	21
66662	2355	14
30843	2662	252
66177	1939	1440
23988	3808	379
244723	1525	8
53867	6086	28
235033	1450	0
319278	1683	192
70726	1564	11
235036	1671	1124
53356	1068	2677
13433	6304	2701
14739	2815	1312
66163	1289	726
15894	2540	11701
78369	907	7
100503553	478	1
15898	2982	8
100316681	78	0
100009600	1010	15
68165	782	459
71766	3450	1930
54721	4873	806
12539	2456	3877
18577	5127	106
100503569	2078	9
50868	4470	568
94226	2495	0
235040	2541	283
215194	2598	472
12581	1271	91
11768	1738	2367
68682	3592	981
16201	4809	1798
330902	1986	14
60507	1321	494
13430	4021	2287
387194	70	1
17083	1487	353
382062	1307	11
59035	3220	606
74766	2177	505
69773	3170	838
666043	1253	0
100316714	133	0
20586	6376	2779
16835	4534	2171
67629	1349	81
235041	4853	185
319899	6560	361
624219	865	0
100503623	840	0
19340	3868	764
235043	1102	576
67119	1545	57
235044	2608	74
66962	1846	30
13857	1829	2
71746	2550	375
77609	2200	0
19089	1995	2758
15571	5027	3
319601	2108	229
100503652	1518	34
26940	1673	247
625409	431	526
12797	1987	119
66126	1053	543
11433	1616	749
66268	692	142
619310	2960	6
69862	2302	4
235047	2107	120
235048	3574	11
235050	3238	167
625603	559	0
68743	5421	169
68283	2159	6
55934	1142	362
319845	3438	193
73230	3793	0
319239	3791	0
244745	4740	186
320752	3441	0
235067	644	0
57246	6892	0
80517	2744	967
235072	2535	2551
67484	2673	129
76898	3426	0
244757	3686	1
70893	2465	0
382064	2394	0
66948	2865	537
77862	963	93
69091	6873	572
78658	5503	494
83964	1970	8
235086	4751	7
102623	4862	10
75469	696	0
330908	6002	2
235106	1808	0
102607	5541	561
235130	5928	131
30806	3632	223
235132	8863	767
100503725	681	0
19143	4017	10320
11804	3694	6844
100503764	978	436
638580	718	1
382066	3408	143
235134	5161	829
235135	1575	0
12023	1791	1411
330914	10972	828
16521	4496	0
56379	3271	0
100862152	512	0
14247	3087	4
23871	5060	524
100862175	1152	137
77119	1082	0
67703	4908	231
442804	3799	1
20443	2029	1213
78934	2402	38
69305	1194	567
117149	4868	601
235169	2177	434
67398	2934	3769
109229	1890	160
71989	1797	360
71133	1356	1
434394	318	14
57810	7214	373
382069	2185	0
30959	1675	0
67049	2012	102
76832	1643	36
56872	1016	1
100312956	1329	0
330921	2215	0
100312987	389	0
100312949	351	0
100312986	643	0
68171	1334	13
77080	1135	0
100041605	521	0
546123	1142	0
100041618	416	0
639025	519	0
671003	300	27
434396	2342	0
100312948	330	0
235973	619	0
75567	696	3
11451	1095	4
12649	3397	148
16430	2697	5048
13663	2291	1532
235180	1285	2
208076	3539	6
66279	1020	87
56857	4436	6
100042561	376	724
245902	3525	21
72927	3089	4
74144	3689	25
19649	4726	0
235184	2306	170
69524	1854	66
57276	1170	0
64011	1293	0
20686	690	19
22619	3433	229
21376	1565	1762
208098	2518	2
80706	933	0
406176	1085	0
258882	933	0
258744	1004	0
258883	1048	0
258412	936	0
258310	933	0
258794	1065	0
258413	948	0
258414	930	0
257996	930	0
257885	930	0
258415	930	0
258416	945	0
258475	930	0
258474	945	0
258471	951	0
258333	942	0
258868	949	0
258802	942	0
258875	951	0
18323	1068	0
258871	951	0
404312	996	0
404313	951	0
258869	1175	0
258028	936	0
258798	1056	0
258797	933	0
258800	933	0
258799	936	0
