EntrezID	Length	MCL1-DI_BC2CTUACXX_ACAGTG_L002_R1
244187	939	0
258160	951	0
259072	954	0
668035	1060	0
259161	966	0
258745	963	0
56860	1062	0
259063	969	0
258352	990	0
74349	10986	507
100503879	1002	0
233649	2480	4
244189	1146	245
12426	2483	0
109042	1026	784
20597	2412	219
100861751	807	0
11785	3176	487
15458	1480	27
55992	2955	647
76932	3277	742
14356	998	269
101867	3177	692
16202	1879	4344
24075	757	179
12751	3494	1818
233651	10651	1042
27397	6712	960
77700	8259	16
626055	1547	7
100042856	9037	205
100417829	4348	32
668108	3418	4
74558	9040	4
100417831	4357	0
668128	2133	1
209380	3091	1
668139	7916	43
434223	7765	1
258445	952	0
258444	948	0
258591	1201	0
258592	1052	0
258595	936	0
258180	951	0
258593	951	0
66786	3063	0
258590	1348	0
258589	960	0
257902	948	0
259034	951	0
258350	951	0
194433	924	0
258173	924	0
258594	1156	0
233670	951	0
259037	1359	0
18317	1250	0
259036	975	0
259035	954	0
18314	948	0
384732	948	0
258776	1131	0
258597	945	0
76858	3282	0
76572	1472	0
60510	3816	234
244198	1969	10
19024	4733	149
76679	1191	0
320635	2772	9
244199	1924	0
257919	921	0
258418	945	0
258417	945	0
626674	1038	0
258770	933	0
258771	933	0
258488	933	0
258926	933	0
258928	933	0
258729	945	0
257891	984	0
56861	1029	0
258927	939	0
100043059	357	139
258728	972	0
258730	948	0
258492	966	0
258041	954	0
258489	945	0
258042	945	0
258727	945	0
258491	945	0
258731	933	0
258490	945	0
258307	945	0
258732	945	0
258361	993	0
258733	945	0
258304	993	0
258734	945	0
259143	972	0
258163	957	0
258215	945	0
258738	951	0
258769	933	0
258369	966	0
258308	945	0
258719	981	0
258718	930	0
258721	933	0
258720	945	0
258136	945	0
258303	1002	0
277935	945	0
244202	4483	3
66085	1507	4898
22141	5941	259
320360	6485	57
109594	1071	584
117229	2394	5
74293	2008	0
330627	9649	7
26451	1112	907
100302499	120	57
76954	4526	2358
57373	973	88
57355	1942	0
56787	706	2
56786	1685	188
78593	3913	190
56788	3563	13
19347	4956	3718
233724	3619	1002
69781	616	0
233726	3117	7723
100379145	184	12
767812	3387	52
20841	3013	210
22390	3419	1437
20947	4035	759
319934	7163	2587
11535	1381	1629
100861673	1732	1
11717	4084	147
67150	952	115
114332	2607	129
17540	6041	2879
100504184	380	1
22083	4300	1460
13690	7760	57255
75479	629	7
233733	2575	9492
74996	5600	3165
50781	3357	1680
320878	7370	1761
100504195	2397	155
57342	4450	11554
69625	1565	87
21676	9962	9307
78748	3497	538
75239	1427	0
11865	2908	860
68815	2563	990
19226	717	0
67420	3972	2829
233744	6166	148
66922	2275	802
70349	3315	3692
26440	1255	2072
71045	1650	1
18576	5286	10
244209	1627	7
12310	1489	31
116903	962	1
233752	2321	5
627967	866	6
101786	2065	0
20679	8486	32
69350	620	0
56372	1400	806
233765	4312	387
68052	582	141
100302592	87	49
100861687	1251	3
18704	8042	2644
53322	1736	375
233781	3070	181
267019	5136	2402
54208	2135	1503
233789	15553	6546
67745	883	1
110058	1617	0
319622	6865	1150
12850	871	232
209760	4493	22
74424	4307	44
56209	1529	1155
101565	5009	315
71517	3577	1204
66356	5613	619
434232	2026	25
64297	4525	2105
209776	1038	0
67133	1978	0
22242	2472	0
71830	2139	0
272428	2491	0
233799	6738	0
100503901	516	0
117147	2041	0
233801	2153	1
233802	2656	1281
434233	1449	1277
100503918	1635	3
20216	2859	3
71151	3569	73
434234	2350	84
233805	5825	1239
73919	1276	65
381917	12313	5
233806	1411	432
22787	2200	0
72074	2030	1
12971	1256	2
67928	5384	1
320631	5335	0
233810	5084	0
78552	851	128
637957	168	106
67003	1882	4101
67983	1615	1
100504389	2109	27
233812	4842	565
233813	4575	6
436008	1269	0
13631	6325	1626
26939	4234	1042
12585	2525	1554
74466	1883	1
668548	705	59
59052	1823	1124
80719	2133	12
246190	3649	340
195646	2270	0
75793	594	0
76179	10198	1094
20278	2965	280
20277	2409	37
233824	2884	414
100861771	1119	0
74105	4891	409
67417	1846	86
28018	4831	824
70316	800	276
233826	3747	24
59288	1532	574
18817	2203	93
26918	2973	0
70261	1171	23
18751	8830	29
54376	1525	0
73951	1402	616
19647	7770	5389
233833	8479	1174
100504584	930	0
233836	2341	0
70497	3584	1196
30949	1369	256
11833	1487	1
210162	4584	0
628779	2877	0
791408	4169	0
73076	664	4
71208	1745	3
75861	2153	0
77035	2445	29
67711	1066	488
16190	5094	2837
60504	2607	9
233863	6869	1383
233865	6191	640
269994	3924	9
74204	4453	2677
104175	4092	234
16797	1235	2
73658	2782	697
18020	3388	327
12478	2436	2
70314	2539	249
11937	3440	7
20399	3422	1191
100861803	1215	112
233870	1777	143
233871	3718	4987
56347	2882	8764
12752	2627	257
171504	3600	236
246779	705	0
56312	626	65
100504712	469	6
75565	1166	266
20887	1370	62
75764	3692	159
66162	337	355
12721	1597	16
26417	1772	1043
68616	1068	170
66090	1053	588
21389	1715	29
56420	1332	1044
11674	1824	11113
100503974	1012	11
68952	3162	1
78118	475	0
13446	2538	99
233875	1091	266
233876	2511	686
381921	6884	1277
68742	944	229
233877	1654	236
233879	518	1
233878	3799	10
381922	995	4
52858	1878	1432
78388	2810	1856
67278	1412	95
100861830	1164	2
69017	2490	48
17188	2374	2944
110033	2064	158
69036	636	0
101602	1918	0
100502618	831	0
67375	1197	0
20737	3912	1
70233	3284	909
68449	3614	528
17907	755	5
54204	1453	32
100043580	713	8
233887	2642	125
244216	1230	338
66422	634	315
20768	2181	933
100502641	415	464
16408	5225	13
233890	2247	312
269997	2684	201
78921	3878	141
101604	2163	129
233893	2508	50
69234	1016	10
71131	3621	40
654803	2659	62
233895	2278	1457
14123	2650	1790
629159	2432	42
100043597	12236	4452
100217442	107	3
68961	1626	333
233899	2536	64
233900	4154	3835
68232	543	39
320683	6116	340
12055	965	540
791073	76	0
13019	1345	284
244218	900	5
233902	3410	611
269999	1996	367
233904	5934	2169
101502	1823	341
56216	1574	11
20909	1372	1315
244219	3451	88
233905	6310	422
330657	2531	29
27973	748	723
12041	2857	756
67773	1503	182
76560	1860	199
77613	3061	77
100861900	568	427
233908	1845	6969
319527	3176	91
66824	2135	335
434246	2472	96
16409	4682	6
16411	4025	5
100502816	1244	96
381924	3965	3
70973	473	0
12862	659	1
100043133	3581	30
233912	3834	665
21804	3026	5168
246787	2259	89
233913	2588	574
100526559	67	0
67865	875	343
21843	4292	1671
29810	2595	12841
101490	4740	483
210711	4171	1373
207352	4578	944
381925	1088	4
207425	4550	584
100043150	674	0
14183	5346	5373
11907	4908	784
67872	1435	573
57752	9537	1423
114660	2015	0
330660	3434	2
100628579	87	2771
434249	1763	46
101476	3321	1549
56213	2039	7273
12945	6243	0
233918	1161	0
69495	697	0
71395	2928	0
16433	2256	0
100502889	477	0
69318	676	0
68223	371	0
68277	2214	245
214580	1130	237
67143	4390	1457
66885	3348	1510
15373	1372	0
15372	1669	0
12237	2055	691
233919	2799	0
55987	3506	2144
77590	4265	2115
100502937	1308	9
100043682	2628	30
18242	2155	6600
20231	1903	0
76429	1607	107
77938	5199	1167
72096	1078	189
109359	2895	301
76683	541	2
360216	2127	1367
13017	4777	3848
74970	1030	0
73808	915	15
214764	5338	904
214766	1858	4
22276	1811	175
66165	1244	734
101437	2962	173
100043695	456	31
66930	1974	5
11489	7675	990
100503026	4489	0
71007	2671	66
330662	6815	2137
627214	4637	113
74314	884	0
100043254	860	1
78807	3210	0
270004	2591	0
212070	3315	2
19267	5411	2288
100316818	121	0
67765	1494	20
17345	10075	1268
319551	1318	0
77383	2279	0
100038399	3959	0
330664	1385	0
621677	3314	6
17314	819	175
13593	5023	41
100038555	2876	0
77252	1125	109
30926	1651	564
70571	2569	1
69546	1524	156
52432	2054	1348
12176	1756	347
74004	5554	1
26757	2643	7
57740	2279	23
76612	2711	28
101631	2640	131
212111	2826	1328
14912	1907	17
212124	1667	0
52389	4758	86
76484	7303	14
22286	1160	16
100503791	2333	2
387198	72	1
381933	1161	2
11501	3034	60
74237	3085	675
69752	1100	293
17703	2287	1
68566	1627	1
22264	622	0
69064	650	183
93747	1491	1174
212503	1737	27
212508	1595	189
212518	3156	2
258954	939	0
258511	954	0
258055	957	0
244233	3454	0
244234	3967	0
622335	393	215
258958	930	0
257939	918	0
18361	936	0
258512	924	0
258955	915	0
259028	930	0
258056	963	0
258956	939	0
258513	3853	0
258201	933	0
18345	1190	0
18362	936	0
258962	1162	0
258963	960	0
18344	936	0
258964	939	0
13106	1740	0
74075	1462	1
407812	3909	48
76974	675	771
78520	1077	25
338417	437	11
69287	924	4
54399	1552	644
101489	2967	820
64384	1575	171
23997	1563	1537
12869	363	1
212965	1626	0
101613	3823	18
212974	2975	537
73835	709	14
80876	627	6295
68713	840	146
66141	648	19730
213002	541	2
330671	3105	382
56460	3045	5865
24058	1990	46
71345	3012	47
27388	2172	273
107702	2015	3610
15461	2272	1683
70552	2628	66
72000	2047	82
66985	1525	200
387206	110	0
101471	5374	1541
54123	1859	616
72040	2629	6
20287	507	14
13491	1336	19
54006	2733	890
71448	2197	145
98845	3065	1751
320871	2935	20
21351	1276	1984
213350	1497	121
100862193	870	0
57754	1657	18
68267	2852	654
57913	2900	97
67186	441	2104
100217419	134	48
66853	2717	1521
213573	1687	286
12476	2012	4512
66491	1671	912
64540	1569	1652
68038	4223	465
11772	4639	1405
100036523	2620	6
353328	8022	0
100862174	3542	8
17831	2923	33
17833	8505	4
74180	14963	0
54473	3705	2220
75770	4351	5
100526509	63	0
101513	1456	592
18218	4819	883
100039728	660	0
668763	966	0
100043617	1096	0
71623	1474	0
100039757	963	0
77215	1652	0
114666	1177	0
100043627	600	0
100038419	2352	2
50774	693	0
50775	1002	0
320802	3230	123
13033	1954	7784
55925	1505	23
21953	667	26
16985	1925	45
677289	2245	1
21957	1121	2
19935	582	250
330677	2106	0
14955	2615	33
735280	84	0
16002	4236	87
723874	73	0
111975	4778	1
16334	565	0
624121	805	0
21823	1757	42
17173	1612	19
27027	1827	2
97423	1901	57
12520	1518	3254
56844	1394	619
56843	4383	0
16535	3029	6
63830	83437	178
71153	1526	0
12577	1942	1223
18400	1629	8
22113	737	227
17955	2283	2802
27267	3222	957
244237	2977	0
79202	2275	90
79201	3283	60
79196	4085	1515
381974	1821	0
244238	3761	8
78914	2631	54
13360	2816	205
100526562	85	0
210274	7029	166
13043	3223	7666
233977	5259	1866
100038412	1053	4
14082	2871	97
101772	4604	12167
791284	1338	0
14174	1194	1
14175	3030	0
14170	1809	2
100568459	154	16
72284	1959	172
12443	3796	6479
100040049	935	1
233979	2909	273
211577	2006	24
211578	3117	0
100039479	903	0
100039499	903	0
16337	9355	1139
319493	2967	1
102098	5300	605
69129	1126	48
76406	1613	49
140482	1999	214
94178	2003	588
50767	4497	470
546049	1621	6812
69697	4296	402
67439	2654	788
100503890	1193	140
18545	625	0
20911	2703	1297
57264	1287	2
69189	1132	0
100503924	354	9
66682	2034	312
14128	2358	0
75863	1235	0
170786	1484	0
170780	1771	0
170779	863	0
69165	2020	9
170776	1550	1
69142	1109	3
70192	1085	2
78899	2823	7
213027	1542	490
100503956	2751	676
73072	4616	126
72267	3878	74
26400	3546	1199
100044509	1075	25
102209	1514	367
330695	1226	66
21856	1782	685
15568	6030	2459
20300	1274	33
67260	3668	142
233987	2361	32
100862276	446	0
20419	2132	116
622568	228	2
669393	417	603
20494	1629	0
320406	2159	2
13642	4319	2716
66719	2101	0
234023	1712	1401
71249	1146	0
270028	3142	1
319583	4081	121
68904	5181	867
24099	1699	0
244281	6296	8
320014	3085	1
71624	1331	1
665306	2847	133
384783	4015	7709
619321	954	1
12826	6615	110460
12827	6426	74322
19332	722	3078
100504175	2272	31
102132	2121	617
69225	1421	780
71941	1850	686
26356	2813	1474
102334	4463	2442
76413	1266	0
665271	2531	0
624710	1533	191
54126	7435	1748
75528	775	0
619290	1839	0
434280	5067	0
434279	1472	0
20664	4037	1
78634	761	0
259279	3649	1001
100038554	3655	0
50770	7443	2821
100504249	518	0
100862362	531	0
17207	5512	93
14068	1859	2
14058	2693	2
66901	2398	10
234069	2408	881
99375	3628	2038
16783	2255	11410
66790	1310	93
100316713	68	0
78335	781	0
234072	1365	0
102323	3034	321
234076	4533	803
21781	1700	1365
11945	1327	0
24013	7431	1
272465	1224	12
14456	2593	12616
66501	1408	9
19414	4118	3271
403185	781	0
69957	2231	1386
67031	1402	726
231201	2861	0
101994	4013	661
66423	802	113
66822	2008	313
72148	2463	256
234086	1579	53
244310	4510	4
26889	6432	198
100862377	1227	0
234094	5474	1859
74901	6973	280
434285	1760	0
17930	4953	19
94109	14278	525
100526464	82	0
244329	4620	188
11601	2475	68
52123	3829	722
319581	3176	65
360217	249	0
353320	352	0
360212	192	0
360214	252	0
77674	997	0
360211	246	0
546038	1740	0
78128	435	0
244332	330	0
56519	458	0
654452	168	0
116746	323	0
574081	174	0
81007	195	0
27358	322	0
654456	204	0
244334	287	0
246080	306	0
626415	2590	0
100861725	8474	10
547150	4659	1355
100040599	2514	7
381598	4009	280
100861745	1503	51
100861634	4188	38
100861653	1948	162
100861668	2514	0
654455	192	0
654453	426	0
100041654	314	0
574083	857	0
503556	486	0
66298	419	0
497114	418	0
100041688	403	0
13236	279	0
634825	454	0
100038927	390	0
382059	419	0
13226	419	0
100041759	282	0
100041787	282	0
13237	410	0
13239	421	0
100041811	282	0
13218	507	0
100294660	172	0
100505096	498	0
100862126	376	0
665927	463	0
68009	427	0
100041890	427	0
100041895	404	0
626682	285	0
665956	351	0
626708	387	0
23855	411	0
100041952	376	0
727720	282	0
382000	500	0
503491	419	0
13214	916	198
387334	373	0
13215	305	0
246085	298	0
246079	323	0
246081	339	0
246082	331	0
246084	267	0
246083	224	0
97476	1887	0
67929	1054	0
11979	4711	57
207958	4964	272
330721	2404	0
23954	2050	45
80986	2601	509
70160	1277	726
56229	4432	90
234129	2549	1
18408	3455	273
69108	542	1
57312	1536	192
102032	1459	315
20516	3658	925
100502938	2341	471
22335	1423	453
234130	1315	0
18970	1227	506
68074	2439	57
16150	4534	940
18791	2532	490
64933	3467	122
244349	9126	2623
11733	8616	12
723876	128	0
100526510	90	0
74561	2236	0
102247	3944	2132
109145	1364	252
57437	2031	2057
20377	4372	1134
320158	4179	76
208924	854	0
69068	1331	9585
209176	3014	1
15930	1555	1
13524	2361	0
11497	2707	0
11499	2791	9
353188	2447	4
11502	3985	4965
69742	1281	883
330723	2181	17
83436	4985	378
320165	7695	2893
74489	2295	0
14182	5008	12293
270035	2100	82
234135	11646	3998
71910	1472	322
72108	4267	793
100503003	511	3
67384	4798	106
67207	2360	188
100503027	397	0
20845	4007	157
23808	2517	865
16532	3531	3
52120	2679	606
74653	3601	136
14272	1881	1548
320191	12836	1514
77733	3917	122
73754	2267	181
72316	566	2
353310	3305	3783
244373	3947	1586
114863	4536	2133
78560	5517	56
66653	1383	59
75767	7965	559
71082	1520	5
76615	1356	0
11556	2795	11
13685	981	605
732482	1156	0
541463	1767	0
108043	4589	0
11440	2906	0
70952	2014	0
382003	1495	0
666422	1660	1
210801	9220	4
71314	1086	0
66959	1747	4
100316666	122	0
68867	3556	4977
100217422	98	2
234138	5080	283
67920	1857	743
171167	4546	92
74517	1758	0
211323	2103	6032
666589	1613	0
546052	447	107
100042715	2515	0
22427	6383	345
75029	2120	146
319688	3310	0
628431	1447	0
104271	8408	138
19053	1836	4412
108159	2817	571
14782	2672	750
100504592	566	0
68153	1802	640
72632	587	2
19663	2780	15584
22428	964	684
234155	1839	1
68192	2585	681
67887	1899	3939
234159	561	0
330734	2121	0
319520	2427	1201
100861989	1057	234
21951	6444	1127
244416	4221	37
100504696	1769	0
67276	5067	463
100504714	1728	13
52065	6408	447
100502846	5884	2
71908	1851	57
330737	2553	6
671641	384	166
244418	4780	1033
244421	3930	698
319582	1825	29
50768	8475	1183
100502599	1866	0
621080	1959	13
244431	2389	0
723860	70	0
80286	1574	1626
621335	638	0
20288	3998	2
80857	1476	0
78506	3268	309
70546	2498	17
18983	2982	2080
52348	6379	1968
54384	3446	110
100039179	459	0
13526	2870	0
23793	2621	0
384806	2589	0
546055	2441	0
11988	7857	1961
68797	1545	759
102103	7262	556
78849	2349	5
234199	1120	0
18536	8381	2629
11886	2251	1237
14300	1088	361
69966	1245	3
244448	1850	0
622117	1467	0
22702	1801	0
382007	2405	0
13525	2494	0
384813	2211	0
252866	2507	0
384814	2558	0
14107	14627	11509
100039673	3982	2
434310	2395	0
17773	1503	1
622523	862	0
109821	2244	1
16621	2472	7
102294	2930	163
212326	5479	159
142980	4327	99
100503309	438	4
234214	6097	520
100861925	2031	3
319940	2474	11
53318	1578	16045
212392	2626	2
69479	2740	76
192169	1531	528
654824	904	51
67620	3420	20
102141	3067	337
66756	4523	161
11739	1108	15546
234219	1533	3
14081	3891	1670
71876	2467	31
408022	3797	93
12367	1466	599
100503498	1319	47
16363	2484	1210
320981	3065	20
71069	10839	5041
320714	4322	899
192174	2952	734
667422	785	692
69260	2813	522
70925	3494	1285
100039801	663	4
75677	994	9
52357	5042	2293
320685	2784	286
23965	10978	462
100503519	4613	0
75359	717	0
100039954	955	0
100040220	1427	2659
11593	1290	349
234258	2253	121
22341	1881	512
76687	3466	540
76294	1579	0
69281	1057	0
244484	4293	1
234267	3554	9
100040382	1602	0
100040392	1467	0
546212	1419	0
100862163	1521	0
547103	2352	0
100862197	1521	0
100862211	2532	0
100862226	1467	0
100862234	1521	0
100862253	1521	0
100862263	1506	0
100862272	1521	0
100862298	1521	0
100862312	1521	0
100862322	1521	0
100862327	1521	0
382364	1521	0
664876	1413	0
244486	2742	0
110304	1474	0
15446	1719	7
382010	1399	258
50753	3527	293
15111	2235	0
20284	700	8
60406	1183	215
100862010	280	0
97165	2692	342
108150	4523	371
100502593	986	0
100502619	1498	17
270049	5089	0
100040711	678	3
100271928	951	0
234290	1605	0
330776	556	0
23923	1780	1
71306	6789	695
72612	1183	529
12725	6038	230
320383	2862	2
18004	4264	702
59009	5181	586
69279	565	2
100502680	465	2
234309	1115	104
72333	3566	7630
75111	1494	0
234311	5989	60
26359	1306	0
72902	3282	1635
244495	3739	0
21892	4928	40
735270	110	0
12876	2103	219
66234	1824	404
77113	3078	466
73067	1125	128
333307	2504	3
234329	3633	0
260296	2229	0
100038489	975	0
407795	1481	0
72925	4822	2
100503651	1772	0
66282	1088	313
74419	2039	0
18168	2314	0
18166	3007	33
234344	2990	1109
17960	1347	1
17961	1501	13
17962	1395	0
234353	11804	547
72281	2767	7
234356	4247	30
73609	760	0
70885	2410	444
16956	4049	637
100861638	944	0
110877	3118	3
11966	2742	515
100861650	946	0
211134	1800	3
234358	2996	50
211135	2002	10
378466	2602	40
670593	1053	1
665578	1053	0
234362	2561	740
636741	1740	21
66869	3491	503
620419	2291	20
330788	5764	137
170759	3915	1339
78816	3925	166
53978	5701	147
80720	1347	7
68709	4022	35
234365	783	8
67184	1251	1142
83984	1304	5
234366	5502	3028
665649	457	2460
74549	5372	1210
70616	2287	623
107770	1418	5
100861688	1168	0
330790	3576	17
13004	7166	5
19727	3682	142
75692	1184	33
72368	601	259
17259	1342	9
234371	2994	814
73095	3172	594
76813	2199	165
234373	4337	680
100503831	450	0
26558	2445	257
234374	2100	454
59042	1033	1910
14559	2724	0
93898	2724	0
19704	4616	2578
12845	2426	1
382056	5674	489
234378	3069	811
67937	1491	59
12931	1646	733
66462	657	450
22186	494	226
75620	1216	325
14232	1894	2715
13716	3085	3483
71780	1838	1854
76900	1475	335
211228	1273	0
23886	1084	169
66522	4882	537
50783	942	649
16478	2878	13136
637079	3989	170
100502950	1152	6
110385	3203	86
19339	1451	127
234384	955	215
65972	982	5793
18709	3159	2423
72093	745	138
546071	5334	612
16161	2873	7
70807	2346	237
84036	4042	61
442796	2432	0
234388	911	567
114479	2928	74
76808	1291	6896
104370	98	31
270058	3274	542
100316777	94	0
665828	1633	0
69419	482	0
100042057	1028	0
76478	1670	219
17925	7297	1681
67023	1085	1214
77090	1652	145
13864	2218	910
234395	3549	96
68251	1592	724
234396	2134	43
64296	1985	240
94065	646	230
66498	2275	1152
382014	3757	241
70359	2800	323
84094	2016	588
665928	1243	5813
69550	769	221
73711	1062	468
434325	1539	7
234404	2778	2
26457	2795	491
100861736	1189	5
66171	883	122
100861739	322	0
100037278	2482	85
234407	3181	3736
382018	7960	9
16453	4085	189
16336	587	4
72297	2103	5
74015	3399	18
236193	3975	12
382019	5651	28
170938	2948	130
234413	2718	92
72054	1702	1
404315	1016	0
258532	945	0
258335	1080	0
326618	2082	8902
17274	2012	788
100861754	822	0
209488	1225	25
234421	646	0
67922	1921	985
11767	1964	717
16598	1816	1046
13859	4721	1625
73316	1863	26
72254	2427	74
27967	3800	2216
270066	7029	3733
100503374	2994	68
70625	3040	587
66818	2842	1804
74166	2096	194
319555	7722	43
20467	4299	2942
14065	1762	18
16795	3669	474
100628574	80	0
71597	1792	0
70823	3844	450
21968	2358	57
15368	1576	19258
17218	3422	726
75141	2810	221
666211	538	229
71831	2162	0
100039211	1537	7
110784	4087	659
100503998	413	0
78514	3038	1091
70345	1523	5
102182	2781	357
234463	2682	349
67357	359	0
13617	3643	196
73301	2450	0
18997	3212	0
100039422	432	477
19656	1725	1393
76775	3630	301
78651	3801	222
622675	7604	1618
67687	978	2
109136	2843	243
234479	2642	7
17125	3049	3157
73945	7327	3514
24015	3813	3956
68999	2802	139
100504383	670	0
15245	9078	14
14934	1827	0
74709	1758	0
333315	6626	0
93762	4639	2855
14388	4859	2766
100504605	1846	0
74841	4685	1842
234515	4122	110
16168	1285	49
30932	1642	540
330812	9685	1232
71310	5848	3368
22227	1644	81
244548	4709	1588
67555	1292	0
12745	2278	2
56367	2062	434
258267	1096	0
66916	533	738
106529	1174	1836
81489	2264	7594
67903	1616	341
19216	2082	132
320795	3538	436
68278	1659	740
26364	3253	237
330814	8188	1408
100126034	2807	5
66929	1599	24
18747	2293	710
100862267	855	0
666704	2071	391
73453	1084	2
70134	1000	2
100316677	119	0
74337	2449	14
50931	2658	13
212108	475	0
100038416	1580	16
442802	1880	10
19724	4172	579
735271	88	0
212123	2312	473
244550	2080	0
212139	3288	452
74666	2494	1
244551	730	4
100049549	72	0
723819	89	0
387216	75	7
387220	87	5
723960	107	7
100526528	83	0
212168	4348	1253
101966	661	923
67873	2149	144
67736	2099	52
12286	7929	105
15936	1522	9361
66830	4304	2676
212528	2186	979
17095	1801	6
18032	3905	4517
619292	723	1
23863	1680	46
100503665	777	0
102060	1734	275
19358	2074	807
12317	1943	15726
73619	479	0
66590	1829	1510
71846	1373	96
270076	2177	251
16596	1534	2
13423	1643	53
56527	4922	34
100503676	695	28
234542	1908	10
69724	2044	251
21672	942	2492
16477	1840	39837
170833	2617	519
212989	2089	3
56495	1253	980
68544	892	1232
212999	4990	2166
320466	2125	11
68628	1843	551
436049	328	26
330817	1332	333
67836	1238	239
414077	699	389
17159	4325	533
244556	2332	46
624855	2397	5
258858	939	0
65114	3169	3295
56452	1654	254
213435	3070	2
66714	1595	259
108682	3596	2821
56445	2839	4177
74513	5646	643
71927	3355	3035
102093	4617	2123
244562	4511	2
66887	2942	1594
20437	2114	872
666945	1362	17
80750	6469	1202
100038706	839	0
100503751	687	0
12404	2335	2
100040294	682	0
330820	1023	0
94187	4907	645
382030	1832	348
234549	3146	1358
77265	469	15
214627	4624	1413
100503817	1459	0
11513	6330	129
26992	2370	808
93960	4459	2310
71607	1434	17
100862404	447	0
257632	4621	281
74256	8250	1525
58198	5258	0
100041089	784	0
625801	321	2
244579	3195	1
100503868	979	148
109151	11517	1953
19651	4888	801
14339	2165	247
244585	6969	215
26383	3558	2817
320798	3237	0
16373	2363	1948
71296	1243	250
54352	2403	1129
64379	2380	9
17390	3041	4646
270084	2800	219
69543	1015	10
20538	6073	100
244595	1980	1
382044	1965	0
13884	1840	0
104158	1966	0
13897	2073	0
234564	1915	0
12623	2289	0
75704	1871	0
67935	1728	0
14681	7732	50
75809	1862	0
23802	3678	2975
100861639	858	0
68219	1111	252
100861643	471	0
270086	5311	678
67378	2947	358
17752	391	1
17751	538	1
17750	556	63621
17748	542	64477
71805	2928	1133
723956	71	0
20497	3300	2
64209	1871	2478
320377	1538	3
434341	6945	1741
234577	2302	520
102122	1800	455
67610	3849	809
107566	2030	836
67801	1889	8
20299	1811	14
20312	3144	10107
100861664	759	1
20295	514	13
109006	4327	422
67914	1693	386
20021	1580	364
114255	2604	286
234582	2304	382
382045	2820	2
14766	3864	13201
54672	2439	131
330830	2832	9
74187	3425	303
16582	3762	1623
333329	6686	10
73407	967	4
79233	4107	352
101985	1764	291
17388	4279	757
14894	1295	745
13000	3766	1161
244608	1271	5
70993	1152	0
78833	2412	33
234593	2966	495
66083	1669	207
234594	8375	3776
319960	2803	27
100041953	801	1064
234595	3282	190
14719	2345	2039
100499527	64	0
12564	4301	1
234624	3219	0
100042069	1650	3640
100504084	798	231
12552	4216	325
100504119	1695	0
71058	868	0
12562	3986	597
100861701	894	0
65115	3392	2
57813	2400	89
75458	2098	79
320206	2937	19
73381	1084	2
100504164	1130	0
75502	865	1
68119	1616	835
97487	7734	789
234663	4633	2136
320022	2950	20
234664	1808	843
12354	1538	16
628007	206	88
382051	3498	74
12556	3318	0
56437	1575	415
68523	680	441
102022	1964	0
442809	3551	0
234669	1895	3
234671	1970	2
667754	1964	0
234673	2699	48
71903	1823	2
72361	2859	14
436059	1677	0
382053	2049	0
13909	2065	0
234677	2433	0
12400	2914	1668
234678	2873	431
97440	2326	37
71609	1385	126
50788	1901	30
26386	1753	38
78688	2869	12
74356	3553	84
277978	2497	24
100504307	1778	4
104394	1993	929
234683	3060	455
723841	97	0
234684	1923	13
66320	775	495
234686	3948	391
277973	5222	328
102075	4167	62
279499	3028	2
270091	2498	48
67971	1024	1070
70796	2054	663
15484	1849	10
11972	1617	1432
11604	661	0
667846	882	11
75687	4134	1102
100316712	108	0
546100	903	48
13018	3823	1523
234695	2504	41
497652	1425	471
56513	1429	63
102124	1277	112
71046	1124	7
70575	2036	252
74334	5308	775
72236	2210	1
320394	1767	151
59016	1848	263
68051	1966	189
100504368	631	3
234699	4645	1117
234700	606	3
244631	3246	328
109660	888	10
19171	1270	406
16816	1362	40
20498	3832	1926
71854	1681	0
319446	1766	1
71986	1871	71
66369	1860	126
18021	6014	1250
77411	2672	324
69771	1647	45
192654	2706	77
100861797	772	0
330836	3730	1577
66432	1525	1732
214572	2254	471
58994	5148	8
100038487	2014	0
68163	911	0
22751	2632	208
330837	2994	2
12560	3995	10138
68692	1341	5
12550	4413	7146
100504495	1129	0
272538	4409	341
15118	5912	186
214987	2931	1235
21771	2249	1832
20650	4423	4869
116733	2075	716
68023	1537	273
97484	2104	223
66164	3129	1059
66269	863	1
21750	3758	290
667847	882	68
66427	4294	1814
54446	13443	12373
18104	1552	722
67619	1647	1274
66894	4281	1427
387158	70	1
17463	1600	2347
109215	902	0
11906	16439	224
100526511	79	0
628686	1371	0
384864	1122	220
56523	3398	0
64340	4190	1232
234723	1796	32
15439	1345	14
56749	2318	326
244646	6673	88
71955	2342	3838
75871	2415	613
52335	7526	1568
11765	6817	3192
100217432	64	5
244650	7847	737
73608	3205	95
234724	2377	0
26887	2000	0
234725	4902	158
12308	1431	0
234728	3577	88
244653	15783	0
100861869	578	0
234729	3030	745
244654	4709	1976
76527	1838	183
101943	4299	4406
100217465	64	0
102339	2754	540
234730	3838	317
20444	4470	694
13680	2575	1037
234733	6750	568
100628592	81	0
234734	4891	2764
72544	1261	176
353287	1819	0
319518	2904	240
434350	2671	56
20340	3880	2793
100504655	735	0
234736	4443	265
547023	478	2652
74568	1702	91
338521	2492	3
319481	5222	890
170737	5686	2573
52815	2221	195
22640	1874	327
66473	887	15
