EntrezID	Length	MCL1-LC_BC2CTUACXX_GCCAAT_L001_R1
68815	2563	929
19226	717	0
67420	3972	3179
233744	6166	49
66922	2275	1418
70349	3315	4517
26440	1255	1994
71045	1650	0
18576	5286	16
244209	1627	4
12310	1489	2236
116903	962	8
233752	2321	1
627967	866	0
101786	2065	0
20679	8486	75
69350	620	0
56372	1400	979
233765	4312	579
68052	582	107
100302592	87	31
100861687	1251	8
18704	8042	2973
53322	1736	2610
233781	3070	294
267019	5136	2384
54208	2135	935
233789	15553	4936
67745	883	1
110058	1617	3
319622	6865	793
12850	871	341
209760	4493	221
74424	4307	711
56209	1529	6044
101565	5009	363
71517	3577	900
66356	5613	1044
434232	2026	14
64297	4525	761
209776	1038	0
67133	1978	0
22242	2472	0
71830	2139	0
272428	2491	0
233799	6738	1
100503901	516	0
117147	2041	0
233801	2153	0
233802	2656	937
434233	1449	1494
100503918	1635	2
20216	2859	0
71151	3569	87
434234	2350	108
233805	5825	418
73919	1276	39
381917	12313	4
233806	1411	52
22787	2200	0
72074	2030	0
12971	1256	6
67928	5384	0
320631	5335	0
233810	5084	0
78552	851	97
637957	168	107
67003	1882	4947
67983	1615	0
100504389	2109	16
233812	4842	358
233813	4575	3
436008	1269	1
13631	6325	1170
26939	4234	512
12585	2525	97
74466	1883	0
668548	705	39
59052	1823	957
80719	2133	5
246190	3649	3
195646	2270	0
75793	594	0
76179	10198	666
20278	2965	91
20277	2409	682
233824	2884	592
100861771	1119	0
74105	4891	762
67417	1846	195
28018	4831	1417
70316	800	334
233826	3747	28
59288	1532	536
18817	2203	62
26918	2973	0
70261	1171	6
18751	8830	4
54376	1525	0
73951	1402	355
19647	7770	3653
233833	8479	1967
100504584	930	0
233836	2341	0
70497	3584	993
30949	1369	253
11833	1487	0
210162	4584	1
628779	2877	0
791408	4169	0
73076	664	0
71208	1745	0
75861	2153	0
77035	2445	36
67711	1066	670
16190	5094	3945
60504	2607	3
233863	6869	1334
233865	6191	601
269994	3924	80
74204	4453	2038
104175	4092	284
16797	1235	4
73658	2782	983
18020	3388	159
12478	2436	1
70314	2539	285
11937	3440	11
20399	3422	1265
100861803	1215	122
233870	1777	174
233871	3718	4480
56347	2882	8336
12752	2627	595
171504	3600	429
246779	705	4
56312	626	706
100504712	469	82
75565	1166	334
20887	1370	80
75764	3692	169
66162	337	514
12721	1597	4
26417	1772	1134
68616	1068	510
66090	1053	351
21389	1715	1
56420	1332	1288
11674	1824	5763
100503974	1012	7
68952	3162	5
78118	475	1
13446	2538	57
233875	1091	172
233876	2511	341
381921	6884	603
68742	944	434
233877	1654	98
233879	518	0
233878	3799	12
381922	995	7
52858	1878	1363
78388	2810	3691
67278	1412	110
100861830	1164	0
69017	2490	17
17188	2374	2700
110033	2064	170
69036	636	0
101602	1918	0
100502618	831	0
67375	1197	1
20737	3912	3
70233	3284	883
68449	3614	918
17907	755	12
54204	1453	23
100043580	713	3
233887	2642	241
244216	1230	375
66422	634	547
20768	2181	993
100502641	415	743
16408	5225	7
233890	2247	239
269997	2684	290
78921	3878	114
101604	2163	93
233893	2508	78
69234	1016	16
71131	3621	17
654803	2659	6
233895	2278	959
14123	2650	2222
629159	2432	38
100043597	12236	3191
100217442	107	2
68961	1626	361
233899	2536	86
233900	4154	2443
68232	543	18
320683	6116	356
12055	965	240
791073	76	0
13019	1345	108
244218	900	1
233902	3410	811
269999	1996	152
233904	5934	2216
101502	1823	385
56216	1574	0
20909	1372	769
244219	3451	118
233905	6310	416
330657	2531	26
27973	748	411
12041	2857	1242
67773	1503	226
76560	1860	2203
77613	3061	66
100861900	568	197
233908	1845	3283
319527	3176	28
66824	2135	594
434246	2472	19
16409	4682	3
16411	4025	2
100502816	1244	77
381924	3965	0
70973	473	0
12862	659	2
100043133	3581	23
233912	3834	520
21804	3026	13
246787	2259	1
233913	2588	405
100526559	67	0
67865	875	23
21843	4292	1493
29810	2595	2549
101490	4740	295
210711	4171	1295
207352	4578	919
381925	1088	7
207425	4550	544
100043150	674	0
14183	5346	176
11907	4908	502
67872	1435	749
57752	9537	2688
114660	2015	0
330660	3434	0
100628579	87	2968
434249	1763	7
101476	3321	681
56213	2039	64
12945	6243	1
233918	1161	0
69495	697	0
71395	2928	1
16433	2256	1
100502889	477	0
69318	676	0
68223	371	0
68277	2214	199
214580	1130	77
67143	4390	616
66885	3348	1464
15373	1372	0
15372	1669	0
12237	2055	620
233919	2799	0
55987	3506	9
77590	4265	14
100502937	1308	0
100043682	2628	2
18242	2155	841
20231	1903	0
76429	1607	279
77938	5199	656
72096	1078	154
109359	2895	375
76683	541	4
360216	2127	1080
13017	4777	1470
74970	1030	1
73808	915	0
214764	5338	957
214766	1858	0
22276	1811	255
66165	1244	633
101437	2962	1471
100043695	456	23
66930	1974	2
11489	7675	16
100503026	4489	0
71007	2671	367
330662	6815	1382
627214	4637	0
74314	884	1
100043254	860	0
78807	3210	0
270004	2591	0
212070	3315	1
19267	5411	269
100316818	121	0
67765	1494	1
17345	10075	1786
319551	1318	0
77383	2279	0
100038399	3959	0
330664	1385	0
621677	3314	1
17314	819	28
13593	5023	5
100038555	2876	0
77252	1125	78
30926	1651	651
70571	2569	0
69546	1524	139
52432	2054	1652
12176	1756	264
74004	5554	1
26757	2643	0
57740	2279	4
76612	2711	27
101631	2640	529
212111	2826	647
14912	1907	1
212124	1667	0
52389	4758	1
76484	7303	1
22286	1160	12
100503791	2333	1
387198	72	0
381933	1161	0
11501	3034	213
74237	3085	787
69752	1100	267
17703	2287	1
68566	1627	0
22264	622	0
69064	650	246
93747	1491	1268
212503	1737	32
212508	1595	207
212518	3156	0
258954	939	0
258511	954	0
258055	957	0
244233	3454	0
244234	3967	0
622335	393	201
258958	930	0
257939	918	0
18361	936	0
258512	924	0
258955	915	0
259028	930	0
258056	963	0
258956	939	0
258513	3853	0
258201	933	0
18345	1190	0
18362	936	0
258962	1162	0
258963	960	0
18344	936	0
258964	939	0
13106	1740	0
74075	1462	0
407812	3909	12
76974	675	445
78520	1077	14
338417	437	27
69287	924	1
54399	1552	520
101489	2967	1214
64384	1575	163
23997	1563	1565
12869	363	6
212965	1626	1
101613	3823	2
212974	2975	363
73835	709	1
80876	627	1230
68713	840	5
66141	648	152
213002	541	0
330671	3105	18
56460	3045	3473
24058	1990	550
71345	3012	760
27388	2172	788
107702	2015	4105
15461	2272	997
70552	2628	72
72000	2047	89
66985	1525	419
387206	110	0
101471	5374	1844
54123	1859	196
72040	2629	2
20287	507	1
13491	1336	137
54006	2733	409
71448	2197	107
98845	3065	1517
320871	2935	33
21351	1276	7574
213350	1497	182
100862193	870	0
57754	1657	0
68267	2852	551
57913	2900	96
67186	441	2567
100217419	134	14
66853	2717	7682
213573	1687	2428
12476	2012	2183
66491	1671	149
64540	1569	459
68038	4223	951
11772	4639	1901
100036523	2620	9
353328	8022	1
100862174	3542	6
17831	2923	24
17833	8505	4
74180	14963	0
54473	3705	5507
75770	4351	1
100526509	63	0
101513	1456	611
18218	4819	1980
100039728	660	0
668763	966	2
100043617	1096	0
71623	1474	0
100039757	963	2
77215	1652	0
114666	1177	0
100043627	600	0
100038419	2352	1
50774	693	0
50775	1002	0
320802	3230	3
13033	1954	15451
55925	1505	14
21953	667	6
16985	1925	1
677289	2245	1
21957	1121	1
19935	582	142
330677	2106	0
14955	2615	172
735280	84	0
16002	4236	498
723874	73	0
111975	4778	0
16334	565	0
624121	805	0
21823	1757	0
17173	1612	5
27027	1827	3
97423	1901	27
12520	1518	5071
56844	1394	439
56843	4383	0
16535	3029	92
63830	83437	76
71153	1526	0
12577	1942	65
18400	1629	274
22113	737	31
17955	2283	1729
27267	3222	1216
244237	2977	0
79202	2275	29
79201	3283	69
79196	4085	305
381974	1821	0
244238	3761	0
78914	2631	91
13360	2816	568
100526562	85	0
210274	7029	1424
13043	3223	5111
233977	5259	4339
100038412	1053	28
14082	2871	151
101772	4604	12698
791284	1338	2
14174	1194	0
14175	3030	0
14170	1809	4
100568459	154	5
72284	1959	199
12443	3796	5028
100040049	935	0
233979	2909	151
211577	2006	1
211578	3117	0
100039479	903	0
100039499	903	0
16337	9355	988
319493	2967	0
102098	5300	1186
69129	1126	226
76406	1613	20
140482	1999	314
94178	2003	622
50767	4497	536
546049	1621	8480
69697	4296	1819
67439	2654	1495
100503890	1193	235
18545	625	0
20911	2703	2220
57264	1287	0
69189	1132	0
100503924	354	10
66682	2034	408
14128	2358	1
75863	1235	0
170786	1484	0
170780	1771	0
170779	863	0
69165	2020	2
170776	1550	0
69142	1109	0
70192	1085	0
78899	2823	1
213027	1542	112
100503956	2751	117
73072	4616	14
72267	3878	118
26400	3546	1597
100044509	1075	48
102209	1514	592
330695	1226	125
21856	1782	937
15568	6030	1813
20300	1274	46
67260	3668	6
233987	2361	69
100862276	446	0
20419	2132	147
622568	228	14
669393	417	663
20494	1629	0
320406	2159	0
13642	4319	229
66719	2101	0
234023	1712	1612
71249	1146	0
270028	3142	0
319583	4081	87
68904	5181	852
24099	1699	3
244281	6296	4
320014	3085	1
71624	1331	1
665306	2847	3
384783	4015	1701
619321	954	0
12826	6615	827
12827	6426	413
19332	722	507
100504175	2272	9
102132	2121	122
69225	1421	1727
71941	1850	439
26356	2813	520
102334	4463	779
76413	1266	0
665271	2531	0
624710	1533	101
54126	7435	1403
75528	775	0
619290	1839	0
434280	5067	0
434279	1472	0
20664	4037	0
78634	761	0
259279	3649	967
100038554	3655	0
50770	7443	1415
100504249	518	0
100862362	531	0
17207	5512	111
14068	1859	0
14058	2693	0
66901	2398	4
234069	2408	447
99375	3628	1320
16783	2255	11116
66790	1310	178
100316713	68	0
78335	781	11
234072	1365	2
102323	3034	196
234076	4533	346
21781	1700	919
11945	1327	0
24013	7431	1
272465	1224	2
14456	2593	702
66501	1408	0
19414	4118	38
403185	781	0
69957	2231	1151
67031	1402	499
231201	2861	0
101994	4013	337
66423	802	140
66822	2008	112
72148	2463	18
234086	1579	42
244310	4510	0
26889	6432	184
100862377	1227	0
234094	5474	128
74901	6973	11
434285	1760	0
17930	4953	0
94109	14278	13
100526464	82	0
244329	4620	259
11601	2475	11
52123	3829	455
319581	3176	3
360217	249	0
353320	352	0
360212	192	0
360214	252	0
77674	997	0
360211	246	0
546038	1740	0
78128	435	0
244332	330	2
56519	458	0
654452	168	0
116746	323	0
574081	174	0
81007	195	0
27358	322	0
654456	204	0
244334	287	0
246080	306	0
626415	2590	0
100861725	8474	2
547150	4659	1078
100040599	2514	5
381598	4009	209
100861745	1503	38
100861634	4188	27
100861653	1948	136
100861668	2514	0
654455	192	0
654453	426	0
100041654	314	0
574083	857	0
503556	486	0
66298	419	0
497114	418	0
100041688	403	0
13236	279	0
634825	454	0
100038927	390	0
382059	419	0
13226	419	0
100041759	282	0
100041787	282	0
13237	410	0
13239	421	0
100041811	282	0
13218	507	0
100294660	172	0
100505096	498	0
100862126	376	0
665927	463	0
68009	427	0
100041890	427	0
100041895	404	0
626682	285	0
665956	351	0
626708	387	0
23855	411	0
100041952	376	0
727720	282	0
382000	500	0
503491	419	0
13214	916	287
387334	373	0
13215	305	0
246085	298	0
246079	323	0
246081	339	0
246082	331	0
246084	267	0
246083	224	0
97476	1887	0
67929	1054	0
11979	4711	1157
207958	4964	334
330721	2404	11
23954	2050	40
80986	2601	292
70160	1277	1005
56229	4432	29
234129	2549	1
18408	3455	493
69108	542	2
57312	1536	136
102032	1459	214
20516	3658	641
100502938	2341	254
22335	1423	578
234130	1315	0
18970	1227	1035
68074	2439	75
16150	4534	1700
18791	2532	36
64933	3467	142
244349	9126	2258
11733	8616	14
723876	128	0
100526510	90	0
74561	2236	1
102247	3944	3797
109145	1364	484
57437	2031	1348
20377	4372	562
320158	4179	7
208924	854	0
69068	1331	8348
209176	3014	0
15930	1555	0
13524	2361	0
11497	2707	0
11499	2791	0
353188	2447	4
11502	3985	2879
69742	1281	802
330723	2181	4
83436	4985	355
320165	7695	188
74489	2295	3
14182	5008	1945
270035	2100	32
234135	11646	2717
71910	1472	646
72108	4267	1086
100503003	511	6
67384	4798	204
67207	2360	182
100503027	397	0
20845	4007	117
23808	2517	1018
16532	3531	2
52120	2679	508
74653	3601	166
14272	1881	1141
320191	12836	754
77733	3917	198
73754	2267	169
72316	566	3
353310	3305	6325
244373	3947	2533
114863	4536	2321
78560	5517	5
66653	1383	55
75767	7965	4319
71082	1520	33
76615	1356	1
11556	2795	0
13685	981	1167
732482	1156	1
541463	1767	0
108043	4589	0
11440	2906	0
70952	2014	0
382003	1495	0
666422	1660	4
210801	9220	47
71314	1086	0
66959	1747	8
100316666	122	0
68867	3556	1602
100217422	98	1
234138	5080	229
67920	1857	491
171167	4546	53
74517	1758	0
211323	2103	9
666589	1613	0
546052	447	120
100042715	2515	0
22427	6383	260
75029	2120	42
319688	3310	0
628431	1447	1
104271	8408	12
19053	1836	2179
108159	2817	496
14782	2672	828
100504592	566	0
68153	1802	401
72632	587	0
19663	2780	212
22428	964	310
234155	1839	2
68192	2585	298
67887	1899	2607
234159	561	1
330734	2121	3
319520	2427	3362
100861989	1057	197
21951	6444	874
244416	4221	0
100504696	1769	0
67276	5067	476
100504714	1728	15
52065	6408	845
100502846	5884	4
71908	1851	180
330737	2553	0
671641	384	184
244418	4780	637
244421	3930	478
319582	1825	37
50768	8475	177
100502599	1866	0
621080	1959	52
244431	2389	0
723860	70	0
80286	1574	457
621335	638	0
20288	3998	0
80857	1476	0
78506	3268	4
70546	2498	21
18983	2982	1737
52348	6379	1018
54384	3446	81
100039179	459	0
13526	2870	1
23793	2621	0
384806	2589	0
546055	2441	0
11988	7857	296
68797	1545	35
102103	7262	1208
78849	2349	7
234199	1120	3
18536	8381	1360
11886	2251	816
14300	1088	441
69966	1245	0
244448	1850	0
622117	1467	0
22702	1801	0
382007	2405	0
13525	2494	0
384813	2211	0
252866	2507	0
384814	2558	0
14107	14627	4833
100039673	3982	0
434310	2395	0
17773	1503	0
622523	862	0
109821	2244	0
16621	2472	0
102294	2930	52
212326	5479	31
142980	4327	519
100503309	438	10
234214	6097	1006
100861925	2031	21
319940	2474	0
53318	1578	687
212392	2626	1
69479	2740	27
192169	1531	734
654824	904	17
67620	3420	3
102141	3067	394
66756	4523	88
11739	1108	3348
234219	1533	1
14081	3891	18572
71876	2467	71
408022	3797	103
12367	1466	1083
100503498	1319	7
16363	2484	639
320981	3065	3
71069	10839	1110
320714	4322	965
192174	2952	614
667422	785	854
69260	2813	311
70925	3494	474
100039801	663	0
75677	994	1
52357	5042	700
320685	2784	246
23965	10978	2
100503519	4613	0
75359	717	0
100039954	955	0
100040220	1427	2461
11593	1290	188
234258	2253	76
22341	1881	19
76687	3466	1557
76294	1579	3
69281	1057	0
244484	4293	0
234267	3554	4
100040382	1602	0
100040392	1467	0
546212	1419	0
100862163	1521	0
547103	2352	0
100862197	1521	0
100862211	2532	0
100862226	1467	0
100862234	1521	0
100862253	1521	0
100862263	1506	0
100862272	1521	0
100862298	1521	0
100862312	1521	0
100862322	1521	0
100862327	1521	0
382364	1521	0
664876	1413	0
244486	2742	0
110304	1474	0
15446	1719	39
382010	1399	174
50753	3527	368
15111	2235	0
20284	700	10
60406	1183	103
100862010	280	0
97165	2692	239
108150	4523	587
100502593	986	0
100502619	1498	10
270049	5089	0
100040711	678	0
100271928	951	0
234290	1605	0
330776	556	0
23923	1780	0
71306	6789	455
72612	1183	482
12725	6038	2856
320383	2862	7
18004	4264	513
59009	5181	180
69279	565	0
100502680	465	1
234309	1115	162
72333	3566	161
75111	1494	0
234311	5989	33
26359	1306	0
72902	3282	2
244495	3739	0
21892	4928	7
735270	110	0
12876	2103	44
66234	1824	344
77113	3078	374
73067	1125	227
333307	2504	1
234329	3633	0
260296	2229	0
100038489	975	0
407795	1481	6
72925	4822	3
100503651	1772	0
66282	1088	286
74419	2039	0
18168	2314	0
18166	3007	2
234344	2990	389
17960	1347	0
17961	1501	19
17962	1395	0
234353	11804	1722
72281	2767	83
234356	4247	28
73609	760	1
70885	2410	548
16956	4049	11564
100861638	944	0
110877	3118	52
11966	2742	2392
100861650	946	0
211134	1800	3
234358	2996	59
211135	2002	11
378466	2602	30
670593	1053	0
665578	1053	0
234362	2561	772
636741	1740	3
66869	3491	207
620419	2291	25
330788	5764	155
170759	3915	2461
78816	3925	412
53978	5701	160
80720	1347	1
68709	4022	0
234365	783	9
67184	1251	1015
83984	1304	3
234366	5502	3109
665649	457	2277
74549	5372	1837
70616	2287	609
107770	1418	8
100861688	1168	0
330790	3576	3
13004	7166	0
19727	3682	100
75692	1184	43
72368	601	335
17259	1342	6
234371	2994	537
73095	3172	173
76813	2199	203
234373	4337	467
100503831	450	0
26558	2445	232
234374	2100	721
59042	1033	2965
14559	2724	0
93898	2724	0
19704	4616	2652
12845	2426	0
382056	5674	355
234378	3069	440
67937	1491	5
12931	1646	16
66462	657	527
22186	494	323
75620	1216	476
14232	1894	2675
13716	3085	3290
71780	1838	1539
76900	1475	1086
211228	1273	0
23886	1084	24
66522	4882	541
50783	942	1059
16478	2878	27193
637079	3989	6
100502950	1152	3
110385	3203	468
19339	1451	191
234384	955	836
65972	982	2953
18709	3159	549
72093	745	165
546071	5334	328
16161	2873	13
70807	2346	501
84036	4042	59
442796	2432	1
234388	911	607
114479	2928	699
76808	1291	9089
104370	98	20
270058	3274	237
100316777	94	0
665828	1633	0
69419	482	0
100042057	1028	0
76478	1670	130
17925	7297	1538
67023	1085	1087
77090	1652	379
13864	2218	1144
234395	3549	17
68251	1592	667
234396	2134	87
64296	1985	179
94065	646	456
66498	2275	1016
382014	3757	523
70359	2800	498
84094	2016	125
665928	1243	1062
69550	769	1397
73711	1062	1072
434325	1539	39
234404	2778	4
26457	2795	3054
100861736	1189	5
66171	883	221
100861739	322	1
100037278	2482	94
234407	3181	2822
382018	7960	9
16453	4085	842
16336	587	2
72297	2103	22
74015	3399	69
236193	3975	8
382019	5651	6
170938	2948	148
234413	2718	91
72054	1702	1
404315	1016	0
258532	945	0
258335	1080	0
326618	2082	4025
17274	2012	1123
100861754	822	0
209488	1225	12
234421	646	0
67922	1921	1904
11767	1964	427
16598	1816	496
13859	4721	1152
73316	1863	23
72254	2427	52
27967	3800	1436
270066	7029	3002
100503374	2994	19
70625	3040	425
66818	2842	2134
74166	2096	128
319555	7722	2
20467	4299	2248
14065	1762	7
16795	3669	461
100628574	80	0
71597	1792	0
70823	3844	166
21968	2358	43
15368	1576	9261
17218	3422	1923
75141	2810	33
666211	538	174
71831	2162	0
100039211	1537	3
110784	4087	263
100503998	413	0
78514	3038	1060
70345	1523	4
102182	2781	323
234463	2682	415
67357	359	0
13617	3643	5
73301	2450	0
18997	3212	0
100039422	432	538
19656	1725	666
76775	3630	502
78651	3801	195
622675	7604	403
67687	978	1
109136	2843	168
234479	2642	12
17125	3049	622
73945	7327	2082
24015	3813	3676
68999	2802	80
100504383	670	0
15245	9078	0
14934	1827	0
74709	1758	0
333315	6626	0
93762	4639	1974
14388	4859	2683
100504605	1846	0
74841	4685	5068
234515	4122	110
16168	1285	135
30932	1642	666
330812	9685	10
71310	5848	2775
22227	1644	7
244548	4709	329
67555	1292	0
12745	2278	0
56367	2062	89
258267	1096	0
66916	533	1259
106529	1174	2779
81489	2264	5697
67903	1616	1231
19216	2082	550
320795	3538	2085
68278	1659	2051
26364	3253	218
330814	8188	360
100126034	2807	1
66929	1599	94
18747	2293	540
100862267	855	0
666704	2071	383
73453	1084	3
70134	1000	2
100316677	119	0
74337	2449	0
50931	2658	1
212108	475	0
100038416	1580	6
442802	1880	10
19724	4172	1405
735271	88	1
212123	2312	770
244550	2080	0
212139	3288	702
74666	2494	7
244551	730	16
100049549	72	0
723819	89	0
387216	75	4
387220	87	12
723960	107	9
100526528	83	0
212168	4348	4350
101966	661	2149
67873	2149	169
67736	2099	102
12286	7929	28
15936	1522	5472
66830	4304	2094
212528	2186	1371
17095	1801	0
18032	3905	872
619292	723	2
23863	1680	27
100503665	777	0
102060	1734	294
19358	2074	658
12317	1943	14423
73619	479	0
66590	1829	1360
71846	1373	192
270076	2177	711
16596	1534	7
13423	1643	178
56527	4922	45
100503676	695	72
234542	1908	2
69724	2044	390
21672	942	3722
16477	1840	19280
170833	2617	1365
212989	2089	1
56495	1253	1198
68544	892	1075
212999	4990	2690
320466	2125	19
68628	1843	585
436049	328	6
330817	1332	355
67836	1238	319
414077	699	344
17159	4325	1039
244556	2332	41
624855	2397	6
258858	939	0
65114	3169	3113
56452	1654	269
213435	3070	4
66714	1595	195
108682	3596	2214
56445	2839	5103
74513	5646	167
71927	3355	1299
102093	4617	799
244562	4511	0
66887	2942	1069
20437	2114	715
666945	1362	18
80750	6469	3394
100038706	839	0
100503751	687	0
12404	2335	2
100040294	682	0
330820	1023	0
94187	4907	25
382030	1832	419
234549	3146	1094
77265	469	3
214627	4624	1357
100503817	1459	0
11513	6330	10
26992	2370	710
93960	4459	20
71607	1434	1
100862404	447	0
257632	4621	724
74256	8250	3008
58198	5258	0
100041089	784	0
625801	321	2
244579	3195	30
100503868	979	0
109151	11517	1175
19651	4888	426
14339	2165	871
244585	6969	87
26383	3558	1519
320798	3237	0
16373	2363	5704
71296	1243	384
54352	2403	1822
64379	2380	12
17390	3041	78
270084	2800	66
69543	1015	1
20538	6073	3
244595	1980	0
382044	1965	0
13884	1840	0
104158	1966	10
13897	2073	0
234564	1915	0
12623	2289	0
75704	1871	0
67935	1728	0
14681	7732	18
75809	1862	0
23802	3678	2177
100861639	858	0
68219	1111	240
100861643	471	0
270086	5311	1098
67378	2947	107
17752	391	0
17751	538	0
17750	556	31952
17748	542	28759
71805	2928	732
723956	71	0
20497	3300	0
64209	1871	1051
320377	1538	1
434341	6945	495
234577	2302	68
102122	1800	580
67610	3849	508
107566	2030	555
67801	1889	2
20299	1811	6
20312	3144	2197
100861664	759	0
20295	514	8
109006	4327	718
67914	1693	907
20021	1580	229
114255	2604	184
234582	2304	46
382045	2820	0
14766	3864	1226
54672	2439	137
330830	2832	0
74187	3425	231
16582	3762	609
333329	6686	17
73407	967	0
79233	4107	416
101985	1764	383
17388	4279	1732
14894	1295	682
13000	3766	1111
244608	1271	0
70993	1152	0
78833	2412	36
234593	2966	9
66083	1669	314
234594	8375	4950
319960	2803	20
100041953	801	665
234595	3282	254
14719	2345	1854
100499527	64	0
12564	4301	1
234624	3219	0
100042069	1650	3214
100504084	798	290
12552	4216	3
100504119	1695	0
71058	868	0
12562	3986	100
100861701	894	0
65115	3392	0
57813	2400	130
75458	2098	51
320206	2937	38
73381	1084	7
100504164	1130	0
75502	865	0
68119	1616	405
97487	7734	1329
234663	4633	1383
320022	2950	7
234664	1808	637
12354	1538	7
628007	206	109
382051	3498	28
12556	3318	0
56437	1575	274
68523	680	305
102022	1964	0
442809	3551	0
234669	1895	1
234671	1970	0
667754	1964	0
234673	2699	0
71903	1823	0
72361	2859	1
436059	1677	0
382053	2049	0
13909	2065	0
234677	2433	0
12400	2914	1188
234678	2873	279
97440	2326	5
71609	1385	142
50788	1901	41
26386	1753	27
78688	2869	14
74356	3553	180
277978	2497	4
100504307	1778	6
104394	1993	865
234683	3060	642
723841	97	0
234684	1923	25
66320	775	914
234686	3948	1638
277973	5222	465
102075	4167	91
279499	3028	2
270091	2498	13
67971	1024	77
70796	2054	382
15484	1849	120
11972	1617	1944
11604	661	0
667846	882	14
75687	4134	312
100316712	108	0
546100	903	6
13018	3823	1227
234695	2504	152
497652	1425	520
56513	1429	45
102124	1277	84
71046	1124	7
70575	2036	324
74334	5308	1113
72236	2210	2
320394	1767	461
59016	1848	294
68051	1966	89
100504368	631	3
234699	4645	993
234700	606	4
244631	3246	254
109660	888	5
19171	1270	795
16816	1362	2
20498	3832	83
71854	1681	0
319446	1766	10
71986	1871	110
66369	1860	96
18021	6014	1344
77411	2672	1767
69771	1647	120
192654	2706	162
100861797	772	0
330836	3730	846
66432	1525	935
214572	2254	556
58994	5148	7
100038487	2014	0
68163	911	0
22751	2632	54
330837	2994	0
12560	3995	66
68692	1341	1
12550	4413	14131
100504495	1129	0
272538	4409	384
15118	5912	39
214987	2931	1700
21771	2249	1219
20650	4423	1412
116733	2075	724
68023	1537	476
97484	2104	332
66164	3129	615
66269	863	1
21750	3758	286
667847	882	48
66427	4294	2897
54446	13443	5623
18104	1552	16
67619	1647	852
66894	4281	910
387158	70	0
17463	1600	2351
109215	902	0
11906	16439	682
100526511	79	0
628686	1371	0
384864	1122	307
56523	3398	0
64340	4190	1532
234723	1796	82
15439	1345	179
56749	2318	666
244646	6673	23
71955	2342	5390
75871	2415	644
52335	7526	1003
11765	6817	3897
100217432	64	12
244650	7847	563
73608	3205	978
234724	2377	3
26887	2000	0
234725	4902	299
12308	1431	0
234728	3577	96
244653	15783	2
100861869	578	0
234729	3030	1030
244654	4709	1773
76527	1838	128
101943	4299	3240
100217465	64	0
102339	2754	897
234730	3838	317
20444	4470	16
13680	2575	984
234733	6750	318
100628592	81	0
234734	4891	3909
72544	1261	163
353287	1819	0
319518	2904	235
434350	2671	50
20340	3880	1556
100504655	735	0
234736	4443	685
547023	478	3838
74568	1702	309
338521	2492	4
319481	5222	1982
170737	5686	3404
52815	2221	391
22640	1874	204
66473	887	0
100861890	376	0
12927	3280	4368
23837	1215	1618
66817	1943	298
56773	1935	2
234740	2887	48
93739	980	874
30947	3159	44
85305	2173	2609
57321	3599	326
627828	1604	784
170571	4850	0
791378	2006	0
270096	5157	309
668110	901	2
208936	4855	25
67528	1087	44
270097	3655	0
71122	1582	0
100504738	943	0
403395	2930	0
80707	2251	245
17132	3642	12
75465	515	0
75796	8087	147
78213	558	0
66531	1440	125
72155	1768	160
234776	4877	927
69528	2971	28
68133	1337	632
76645	7386	0
63857	2532	2
209239	2652	133
100504395	2075	48
74440	4735	1284
234779	4298	524
74032	2835	265
15486	1280	8
68533	1054	242
100504406	1133	1
12554	2290	41
68196	1165	1790
56690	2100	315
71839	1961	3611
117148	1971	2
234788	2623	0
56453	4375	1994
72552	3169	374
68270	2821	1
21341	3255	183
628061	456	78
75773	1928	0
66733	3806	0
67866	1169	1
69047	3223	3594
74347	2574	80
72042	1639	875
234796	2142	57
22224	3236	2389
78892	4150	806
102193	2854	499
234797	6284	706
436062	1190	0
382034	6953	3137
272551	1038	323
100038388	2538	6
68918	734	48
18117	4933	540
12857	679	11247
15900	2829	47
100503115	597	0
68790	2380	0
15227	1062	1
234814	2444	385
14234	2725	4
14241	2960	0
76405	1080	0
72259	964	0
76454	4355	272
67443	1712	3374
142682	6476	1571
57340	3903	18
234825	2083	285
100504526	714	0
20539	3513	7126
407789	2260	1
12352	1248	0
53325	5455	217
195209	12584	13
22761	3386	286
170732	1340	0
76014	3804	1953
234836	654	10
13057	759	2742
192156	1864	756
100689703	2821	545
319574	627	3
30927	1589	38
68718	1783	634
66965	3066	1013
234839	8216	4349
67177	2191	867
11821	866	860
50917	2586	338
59005	610	332
382035	1144	0
12398	7964	37
319463	3344	0
382036	2339	22
257633	2207	456
12555	2843	0
77087	8816	4330
100503178	2028	87
234847	2558	930
100861897	489	3
270106	780	55
100302565	48	7
102278	2405	19
57429	1160	4
13479	2243	18
234852	2171	1784
320869	518	3
234854	1649	300
78779	2380	47
71186	1229	11
72325	2779	428
57247	4877	634
14087	4541	378
234857	2333	66
66855	3836	6664
17199	3663	0
22152	1723	7
23854	4107	891
114896	4268	1564
72185	2637	33
104346	1680	314
100861471	121	0
100861472	121	0
100861473	121	0
100861474	121	0
100861475	121	0
100861477	121	0
100861478	121	0
100861479	121	0
100861480	121	0
100861481	121	0
100861482	121	0
100861483	121	0
100861484	121	0
100861486	121	0
100861487	121	0
100861488	121	0
100861489	121	0
100861490	121	0
19804	121	0
100861491	121	0
100861492	121	0
100861493	121	0
100861494	121	0
