EntrezID	Length	MCL1-LF_BC2CTUACXX_CTTGTA_L001_R1
107526	1810	14
231931	1612	21
231932	1269	0
100041450	1722	0
16205	1505	2
317757	1943	2
83408	2145	7
65963	2049	5767
66058	1119	2327
666105	2194	1
76507	2875	0
69761	2484	0
243376	2288	0
243377	2778	0
93695	3798	3
75593	785	241
140488	4347	16
101214	1828	1114
57895	2271	59
231946	2096	69
77485	3238	0
109648	547	0
56524	2222	783
54722	2133	1
71720	6935	300
13063	3059	391
73183	1007	3
70821	2334	19
60531	567	0
319981	1239	3
387166	99	0
18025	2544	351
53379	4086	10543
12417	1803	274
71982	2699	159
54353	1639	321
15394	2474	0
100504068	522	0
15399	1681	0
100503966	1692	0
15400	2543	0
77580	3354	0
15401	1528	0
72628	835	0
15402	1877	0
15403	699	0
100736249	798	1
15404	1952	0
15405	2272	1
723820	85	0
15395	3142	0
15396	2244	1
15397	1839	0
15398	1313	0
70593	2916	0
14028	2877	0
74304	664	0
58875	1734	1215
52440	3285	5537
231986	3098	26
100504507	519	0
666259	851	30
320189	3029	0
100504577	358	0
231991	2873	33
66873	5358	9
71287	1597	0
69993	3404	5
78616	1998	0
100502661	3220	0
100042056	4486	2
78004	1381	2
330319	4204	4
69938	1777	1
231997	2644	189
231999	6989	193
68235	1710	36
387524	2610	1165
107607	4415	459
110175	1362	106
353172	2390	1013
12922	2654	0
21743	1023	0
330323	4785	11
11826	2760	162
14602	1598	0
330324	3151	0
11517	6243	1
11922	2154	0
100041339	1092	0
232016	3284	47
19051	1738	0
18575	12827	2
66373	501	3
78937	6691	675
210973	3868	222
27055	3011	417
100861676	602	0
107569	1780	152
171194	894	0
171192	948	0
171193	912	0
434016	936	0
171205	1213	0
171203	1051	0
113858	936	0
113860	900	0
626397	924	0
113862	903	0
113864	912	0
113863	900	0
171202	912	0
171189	912	0
171199	900	0
171200	927	0
434017	912	0
243382	5560	102
67138	5279	105
66459	5410	202
71835	3657	169
232023	2886	1880
171201	894	0
171196	909	0
171197	909	0
171191	891	0
113865	909	0
171190	1020	0
171206	912	0
171198	909	0
113859	912	0
171195	909	0
626828	912	0
26357	2491	7671
73998	4731	586
58243	1894	1
58909	4293	3130
68140	3007	162
243385	3100	13
434019	2527	0
208079	1448	0
20617	1463	0
70945	4636	35
100504262	1661	1
232035	5654	35
14804	3024	0
100504298	7189	0
11921	2098	0
13990	5098	340
54486	3298	0
634745	393	0
243407	2953	0
414084	3769	15
68169	4684	1
70779	2182	1
67653	1444	0
56150	1725	257
171188	2442	1
171187	918	0
546901	930	0
171185	891	0
171184	918	0
171183	909	0
171186	909	0
546903	918	0
100042008	498	5851
75373	1634	4
14701	4363	893
13197	1224	190
320172	1762	3
319665	2041	0
66870	6685	3795
16162	2947	2
209590	2488	0
56753	1764	50
692187	362	0
75070	466	0
243420	362	0
628027	362	0
243423	362	0
628056	362	0
628072	453	0
692182	353	0
243433	344	0
243428	353	0
243431	351	0
628144	351	0
434024	359	0
667435	353	0
434025	348	0
16098	357	0
381776	360	0
545847	353	35
381777	357	0
628268	362	0
381778	348	0
692169	347	0
724035	211	0
243439	353	0
434028	362	0
435900	347	0
692165	345	0
434031	347	0
667550	347	0
692161	347	0
384410	351	0
434033	358	0
434034	351	0
384411	338	0
692154	362	0
243451	343	0
434036	347	0
692152	347	0
243453	358	0
545848	348	0
213684	358	0
545849	358	0
236047	358	0
628516	358	0
385109	352	0
692138	232	0
434586	352	0
385120	438	0
628541	348	0
384515	352	0
19783	238	0
628571	352	0
636752	352	0
546244	352	0
667683	352	0
385277	264	0
381831	330	0
384514	332	0
235952	352	0
385253	352	0
385291	352	0
546213	358	0
619806	358	0
381782	352	0
619846	347	0
692245	347	0
545850	347	0
545851	347	0
381783	347	0
619960	347	0
620017	347	0
620050	347	0
384417	347	0
620088	347	0
620105	362	0
620126	365	0
243461	365	0
434039	347	0
384419	365	0
620191	347	0
434040	365	0
434041	360	0
620240	371	0
381784	347	0
677858	365	0
434685	284	0
637227	347	0
620400	362	0
108024	347	0
232065	365	0
667859	370	0
667865	347	0
640340	365	0
108022	347	0
667881	347	0
667899	357	0
667914	359	0
667924	359	0
667928	359	0
108005	359	0
667940	359	0
626347	359	0
667946	359	0
626583	359	0
108004	359	0
110759	38	0
110760	39	0
110761	38	0
110762	38	0
110763	38	0
16071	320	0
19895	1772	464
13666	4496	930
74221	807	0
232077	1206	2
619547	413	3228
232078	1850	83
14080	492	0
12180	3361	0
57896	1749	564
381785	2868	0
12526	1416	0
12525	3130	1
68477	6165	627
22644	3264	145
66700	2592	958
104263	4923	295
52250	3804	2
66223	3695	210
76614	2761	1777
69956	2595	558
20019	6109	699
330350	2631	0
20454	2448	30
71265	1670	0
71093	2355	2
20388	1876	0
28035	2237	342
100504536	963	5
68364	4636	294
232086	1510	96
66510	1383	820
53620	1648	26
22320	786	1039
56316	2899	771
232087	2804	2311
78108	1933	27
71130	1278	10
12332	1249	835
232089	2235	135
67442	1937	698
22134	5025	5542
21415	2784	433
100038714	1529	0
74287	3251	1762
19240	943	143
330354	3513	0
330355	12652	2
56451	1392	1394
66740	1095	0
100043338	495	149
12386	4130	0
74342	2521	0
70753	2219	0
434050	1236	267
18489	759	0
30053	782	0
19694	837	0
19693	692	0
19692	769	0
19695	774	1
100504701	2088	0
100463512	334	0
243499	3693	0
100504719	1756	0
723871	78	0
74220	787	0
330361	3375	79
56284	5016	291
100504740	1535	0
232146	1768	1
21336	5026	14
66979	1694	616
15277	5513	2364
69652	1831	0
20355	5014	0
110958	2051	7
13448	1807	204
16950	4049	16
64704	1725	369
11993	1511	2710
93838	3158	51
21909	1434	0
69837	874	23
16815	817	0
100499518	77	0
243510	3129	87
68499	620	470
57377	2770	1231
22377	1321	355
70020	1038	100
20166	3358	367
75659	1267	10
71837	2050	23
13191	4508	1221
232156	5124	45
17768	2070	85
232157	1562	390
78653	530	141
194388	10907	1084
320775	1689	0
27369	1110	61
11468	1315	10
70527	2157	113
100861870	3734	0
51811	2400	0
246278	1530	0
545859	1435	1
574519	2118	0
24113	1233	0
110935	1927	53
67934	349	0
75305	1737	0
21766	1454	624
665004	795	0
56174	1422	273
232164	3325	1633
18139	6470	688
26903	7056	21
100038556	762	0
232174	4849	1
75914	5440	398
108176	986	225
545861	4643	0
20751	1226	210
13796	1173	0
94282	3654	155
52055	6124	1271
735267	82	0
384452	1602	0
232187	2493	1025
73327	1296	809
12468	2452	3003
330369	6562	0
13656	2100	2
236266	9984	372
100043497	686	107
93674	1966	62
623273	1170	4
100504710	1380	14
69049	986	10
68396	932	46
100043508	483	476
93673	3280	105
75541	3278	57
66116	1011	37
69786	2241	228
72102	6435	1129
100502586	705	6
26910	759	0
11519	3119	2
21802	4229	56
66488	1606	357
68011	393	142
100502598	627	2
66881	4291	1626
21841	4483	351
232196	3123	95
381792	775	11
23983	1678	3011
72012	681	49
67855	1537	8
17119	4662	1746
66618	836	228
23885	2944	266
11746	2003	732
67170	1034	19
269774	19345	815
56748	955	156
14583	6248	2356
52372	2227	6
69538	5264	119
66283	1220	1
66284	777	0
68888	793	0
12154	1317	0
232201	2909	6
58182	4056	0
72103	3278	60
320001	2822	1
613264	1047	0
100503261	1290	0
58229	2754	0
545864	1349	23
54368	811	0
69834	4741	187
57905	1620	300
12785	2178	4057
54161	4504	3576
232210	1408	146
243529	1062	10
434064	1423	0
19349	624	1154
103963	3642	5468
14461	3243	11
56691	989	2
65967	2679	152
56505	1655	136
53421	3039	9361
74589	1986	0
23945	4628	456
80283	1880	84
319655	2000	10
100038356	3118	3
100861958	527	0
17216	3371	727
24100	1829	192
232217	2621	0
434065	1054	0
330379	753	0
18844	9028	457
66098	1126	69
232223	2836	95
113855	933	0
113857	1025	0
113848	1098	0
113847	1069	0
113854	933	0
22297	3249	0
113856	930	0
113846	933	0
113845	909	0
24112	933	0
113852	933	0
22296	2359	0
113849	930	0
113850	840	0
113853	1122	2
113851	948	0
243535	1160	0
71797	1651	0
243537	3365	0
80292	6911	303
243538	2141	36
66277	2294	484
100861972	533	0
107747	3084	539
100502864	682	2
71699	2687	58
232227	6812	412
665685	803	231
54563	7035	233
232232	2494	330
14115	4477	69
22421	3176	0
75787	1112	0
69798	486	7
72170	1245	158
74122	2850	254
100861999	834	0
22591	3634	102
67678	631	160
100502935	1675	0
21366	6169	162
243547	5143	19
232236	1757	133
381798	3395	1
232237	5622	13
22026	7620	290
64658	6076	345
78287	5220	258
22044	1381	0
100502961	159	0
243548	8676	157
101401	6036	477
74516	703	1
330385	995	7
100503057	951	0
14924	9757	391
67582	1922	99
16206	4966	1500
78773	2232	1
243574	4703	36
414067	3653	0
20917	2279	664
100862058	674	1
320265	3252	0
78482	1703	0
320701	2182	0
101351	3205	100
232286	6781	994
22200	2443	485
65106	1339	1006
320502	2242	0
232288	5029	1638
17342	5178	50
330390	826	0
108655	7484	163
100503384	3690	0
66892	2513	67
14761	1140	0
50501	1513	0
56353	4376	738
73395	507	0
72171	1990	53
232313	1826	1
100503438	2084	1
232314	3641	442
55983	4106	353
207157	1560	0
18488	5183	0
12661	7751	1
53870	3580	0
100503536	2946	0
269784	6017	0
16192	3557	0
70047	3539	174
58799	4041	196
16979	3756	0
74729	1609	22
58911	2601	472
100043718	371	1420
16438	9877	738
100503596	829	0
75394	2390	0
20893	3113	7988
67166	2928	817
100862120	1503	0
192193	5858	1639
100862128	734	0
627371	429	187
108073	4181	0
67336	452	0
30937	1728	96
100503613	2116	1
243612	1321	0
12391	1157	0
18430	4568	296
58186	2701	241
259302	8887	681
14911	2061	192
14910	1606	129
72895	6470	1167
269788	4765	0
97287	2676	170
211232	2779	0
78783	4435	944
18294	1545	116
52163	1434	176
101206	1855	120
68089	2271	1231
101100	3972	36
101122	1269	41
14311	1702	0
67767	1260	439
57890	2992	197
171095	2369	242
171508	2034	126
210673	3304	0
66087	1958	2455
211651	4780	135
70979	1358	2
101314	1095	907
22346	2730	191
108960	3196	344
381801	2646	911
58991	527	10
110379	1301	1290
100504971	440	0
11941	7050	8723
243616	4066	0
232333	4295	0
15465	4078	0
74244	4033	450
100862196	647	0
232334	1293	445
109292	3251	0
68971	1166	47
100503783	1048	0
20965	5646	9
110595	1416	4
19016	1984	16
381802	1774	65
70291	2539	0
67027	2240	125
110157	3066	1247
94346	1734	8
67088	5453	57
19951	504	4159
100217451	129	19
212516	2551	6
17193	3584	57
81896	4067	43
212541	3236	0
171506	1114	0
67784	6907	44
330401	5719	246
666634	881	1306
666648	441	99
28006	4297	664
67492	2536	33
71779	4521	1267
11689	2827	1
100503845	448	0
258914	930	0
258019	2672	1
258020	984	0
258754	963	0
258438	933	0
67255	3165	125
213391	6344	235
213393	1317	36
319776	3335	0
20315	7161	232
100126203	1971	0
330403	1025	0
72263	418	0
621705	501	6
232337	1099	123
22685	2813	9
98758	2990	2708
108017	554	1
70727	3236	4
78752	3661	355
19713	7341	167
73531	787	0
213895	4288	841
100503945	731	2
72720	3661	21
22750	3921	231
232339	5704	119
12288	9053	66
74363	2166	0
319618	3311	13
100503955	1009	0
319734	5803	0
211187	3679	0
68465	3963	1566
22419	2371	413
101358	4219	245
111173	9787	440
67289	837	4
19365	1978	119
232341	12052	2834
29862	822	2
330406	2961	50
67200	2935	105
214899	10969	945
16172	3970	246
94047	4869	1
214932	1908	419
73505	668	0
330409	9213	164
71803	1367	6
11973	1204	2361
94044	6933	772
12122	1891	124
100505050	6696	1313
194401	2894	854
74043	4086	945
53857	1432	31
24110	1771	8
100504054	415	0
14412	2150	0
14411	2563	0
243621	6840	0
232345	4671	1
17836	4657	1
17837	4544	0
381806	1350	0
17835	4683	0
50928	1365	0
625931	704	1
17113	2222	1009
13619	3839	182
74269	817	0
108653	4017	2
667035	550	2743
50530	1413	10
11628	2397	0
11810	2265	4
14562	2109	0
73708	818	0
100043805	694	3
639606	882	52
71950	1356	1
20527	3959	1
60611	5013	309
12267	4299	0
67602	2393	560
100862403	386	2
269799	1558	0
73149	1330	0
474145	1092	0
69810	784	0
26888	2616	0
381809	1044	0
56620	1245	0
17474	1336	0
56619	2519	1
232358	2565	0
667180	2562	0
546912	2562	0
546913	2562	0
435916	2550	0
243628	2565	0
545874	2568	0
56552	2568	0
232367	2574	0
93671	4492	2
76921	535	0
19305	3185	1391
232370	4007	3
232371	3010	19
50909	2762	86
50908	2985	43
667277	2166	8
317677	2662	40
14792	2502	796
14791	1045	420
12034	1360	1822
387159	72	0
723944	69	0
15170	2410	152
14790	568	367
19866	62	1
13498	4396	863
13807	2631	44
16977	1470	2
14794	1179	91
21991	1601	2972
22225	3176	1147
14793	1488	240
14695	1846	0
14789	2779	26
14788	2676	3
12504	3095	0
16768	2003	9
69202	1155	1039
442825	991	10
30853	1544	1437
26894	2265	1305
319352	2338	6
269800	3553	555
28019	1617	521
54137	2154	23
381810	1515	0
107932	6438	3140
110109	2623	501
320678	2849	1
14433	1232	62
68298	4514	515
100217413	71	1
66493	1515	415
100526526	87	0
22317	3154	72
213233	2080	174
78668	1353	8
21940	1576	5
73870	1093	0
22144	1509	0
17000	2092	773
20276	3499	314
21937	2155	1578
213522	3019	268
12527	1192	5463
22371	8817	483
243634	3932	1
18205	1548	0
100038574	2825	0
16493	3005	1
16485	8970	0
16494	5839	0
100504356	1019	0
66108	1322	1524
11642	3153	0
101320	2073	0
19362	1835	91
28040	2238	191
14177	1232	0
64654	1814	0
319801	3653	62
100861633	596	0
12444	5772	14
77558	1494	0
101187	3724	128
381812	1094	0
381813	2413	0
100504457	726	0
68498	4209	1
109246	3930	318
330427	3847	5
21679	3076	79
22158	3374	295
72440	1957	146
14235	4365	269
71149	1092	1
60345	1896	18
101142	2299	294
14228	2167	2272
791299	4598	66
11287	4681	3
667610	517	0
232400	4698	0
17057	1274	0
94071	2160	0
100043861	645	0
17059	2632	5
80782	2212	6
232406	2742	1
93675	977	9
70809	2613	13
100504591	1082	0
408064	838	200
232408	1708	1
232409	2271	6
93694	1214	1209
76432	769	96
12515	1620	0
381816	1566	0
232413	2222	5
71183	1621	0
56760	1170	0
232414	3294	0
243653	3268	0
56644	2277	0
108078	3569	2
330428	2875	0
100504641	806	5
57436	1773	637
100861675	755	0
243655	913	1
16643	866	3
27007	3293	0
58179	666	0
16642	782	2
16641	735	2
735268	109	0
503550	838	0
320407	3913	0
232415	682	0
170733	1177	0
16636	1155	1
667764	816	0
16637	1116	0
16635	971	0
667769	795	0
16639	1178	0
654449	802	0
16640	1194	0
16638	1238	0
16628	823	0
16631	815	0
16634	1292	0
16627	1667	1
100048471	693	0
100862219	3798	0
625558	747	0
434094	2418	0
16633	1886	2
66441	766	38
243659	3378	3
56449	1862	1544
71392	602	0
387355	939	0
387342	927	0
387341	927	0
387340	909	0
57252	903	0
387346	930	0
100502592	897	0
381833	1621	0
381832	1284	0
667929	916	0
381818	858	0
19131	870	0
83380	951	0
381819	484	0
387348	888	0
387349	918	0
630845	930	0
353325	933	0
387351	930	0
387339	1044	0
353165	984	0
353166	993	0
353167	1002	0
112408	918	0
387344	1002	0
387345	930	0
387352	936	0
387354	963	0
387356	933	0
387343	951	0
667992	939	0
387616	939	0
381820	2509	1065
232426	647	0
545884	648	0
100502708	945	14
545886	641	0
16483	608	0
14011	5541	1492
66813	2220	184
16974	9368	1635
100861765	1373	0
67729	2376	262
67774	1937	163
70686	5107	874
232430	2536	89
14760	2461	25
72813	2825	7
12576	2405	267
381822	607	24
381823	3284	94
67755	1764	518
232431	2072	84
93746	1385	0
15199	1061	300
100502888	2572	1
74525	4209	596
100861778	395	0
14840	1487	2
76400	1256	0
13730	2721	461
100861780	570	0
14812	7515	0
668137	1573	18
100502936	1815	0
54343	4527	624
66857	1974	10
14917	3936	13
320332	2879	3
232440	1827	1213
60321	2722	753
320135	1138	0
654818	2052	2
109978	2384	21
17313	599	20
69187	953	0
11857	1100	46
78600	558	0
232441	2313	3
19277	6749	0
13860	4402	115
20901	2644	1778
232449	1688	482
277898	2461	49
56615	943	16337
109593	2101	0
50540	1356	0
70962	1149	0
632971	682	0
18705	6290	125
114875	2182	0
12344	1265	0
109135	5133	348
11569	6616	685
54611	4205	1
100093700	3835	0
58807	3178	0
28253	3296	0
435927	2013	0
28250	3823	0
28248	3967	0
625716	1953	0
28254	2804	25
108096	2539	1
15874	696	0
100862370	588	0
232491	2155	122
19691	4701	129
66964	2796	630
319552	351	1
232493	2657	0
16832	1290	285
100862384	367	0
16523	2188	7
20928	7538	17
321015	1392	2
100862392	483	0
12764	1760	697
330440	1475	0
665037	2459	0
20449	8995	0
74741	4468	231
75320	6433	1929
52285	2761	0
73425	645	0
20678	7334	63
66760	904	0
12035	8102	1
16970	2313	5
320662	2534	9
67636	1623	315
16653	4670	959
100039495	886	14
381827	4600	0
74071	1534	0
22147	1567	0
71323	1733	83
79362	1421	173
16651	4408	37
16439	8331	712
71177	3059	515
67529	2828	830
67623	3312	225
108098	780	152
626175	626	1179
74925	740	0
232533	4617	231
272322	1740	13
69371	1268	0
67533	4875	1153
73344	2034	0
66532	982	0
232536	1067	263
545893	1123	1
232539	6571	59
100039641	2361	0
19227	1512	527
67015	2459	476
100039727	921	0
330450	3397	143
67456	4127	1453
320737	551	1
387314	8346	157
66184	941	5
622319	2562	0
320727	5359	1165
232560	3566	97
56306	2640	58
109163	1757	6
320560	9833	15
320204	1691	74
232566	1027	54
100038707	2936	0
67246	6080	1031
12121	5293	14
73949	775	0
245128	3449	4
100049710	83	0
100303645	2232	0
100049715	82	0
100049711	82	0
100124471	79	0
100049714	80	0
100049712	84	0
100049713	69	0
378425	4329	0
50918	3418	239
18752	2714	6
81904	828	0
81905	1380	0
54378	783	0
245126	957	0
232790	1823	1
66091	349	716
69714	1091	129
68988	3143	558
232791	2905	370
100628594	86	0
69757	2213	161
353499	2346	1891
77582	2880	416
66078	1645	303
76846	703	2235
100861805	390	0
18733	2728	0
18722	3440	1
100041146	2049	0
18725	3464	0
675749	2166	0
100038909	2130	0
18726	2578	0
52855	3512	10
77323	2312	4
57776	3888	375
100037396	2536	5
232798	5094	2764
243813	1690	33
58804	867	46
232801	2109	0
18729	1949	1
17086	1463	0
243816	1152	0
108841	3044	230
67425	2522	69
320749	3640	4
232807	2982	1568
21955	934	0
21954	824	32
436022	2189	176
53420	1750	1
545902	4020	0
68255	1222	23
243819	3793	1395
66245	1488	282
381979	3184	15
330460	3418	0
232811	2235	341
333182	604	7
243822	2687	0
16156	1944	4
100503176	733	0
78052	586	22
664968	1051	398
19943	496	62
77891	988	14
232813	6007	34
67441	1065	29
664994	1088	353
232816	3524	162
269854	1612	11
269855	4260	11
381836	1139	1
381835	3152	25
68490	2159	105
23877	2866	305
66056	1105	49
319748	3958	116
654801	2146	29
68992	1102	6
232821	2005	4
22185	2202	1407
13854	2565	1292
192658	1677	0
100503864	575	9
19428	1009	10
384522	933	0
81015	1832	0
665150	933	0
232827	3404	0
272350	10141	1
81014	2683	0
404284	933	0
665255	2744	0
636697	903	0
636731	903	0
81016	1996	0
81017	2172	0
404285	963	0
81013	2682	0
384525	447	13
83564	3614	0
67109	1899	89
72667	4331	68
100503253	829	1
232836	650	0
170734	1969	0
627821	961	0
384763	3671	108
213011	2765	39
330463	4990	9
22690	4146	55
100042450	2190	0
257882	966	0
258917	945	0
258918	942	0
18349	1044	0
258383	960	0
258915	939	0
269862	954	0
258384	927	0
22776	3501	1
18616	6624	345
100169889	865	0
57775	7319	0
100499513	84	0
116811	3225	0
20871	1438	2
232853	2037	225
76373	3025	7
232854	2700	20
232855	2772	111
76229	3806	14
12727	4578	890
22306	2559	0
100042591	2586	0
22311	2559	0
624512	2586	0
100042636	2559	0
625353	2586	0
100042653	2559	0
72716	1644	6
100042848	2559	0
22310	3623	0
381838	2849	0
434113	2586	0
100042810	2559	0
100042781	2559	0
545909	2586	0
434110	2586	0
22305	3078	0
100042688	2559	0
100042894	2430	0
100042891	2559	0
100861759	1355	0
625580	2568	0
625605	2559	0
434117	2586	0
100042921	2559	0
384534	2559	0
171264	1524	0
384752	2964	0
171263	999	0
22775	4191	24
628580	960	0
252904	1732	0
171262	897	0
210045	3274	0
252910	2037	0
434555	2257	0
665780	1754	0
665798	1088	0
245109	2276	0
545913	1992	0
628737	971	0
665848	1745	0
665902	1829	0
675782	975	0
252905	921	0
171237	912	0
628898	537	49
171240	915	0
171241	918	0
171239	975	0
628946	921	0
171242	942	0
100042437	921	0
171238	927	0
100043092	1594	0
171244	921	0
171268	915	0
171243	921	0
171267	957	0
619331	2336	3
67370	6424	70
73090	853	0
637908	2421	0
666085	2421	0
100042499	2346	0
629079	2340	0
232875	3626	142
67230	7933	98
65020	3549	843
243833	3833	9
232878	2620	64
20103	740	1771
100502827	528	0
381845	3239	344
243834	4289	93
269870	4914	82
26459	2330	0
232879	2140	51
21849	3242	1805
68953	927	960
22192	1567	796
109889	3497	6
252909	927	0
100312473	951	0
171261	888	0
100312474	951	0
171260	951	0
321008	3348	62
16881	3520	828
232889	3485	19
29865	1745	0
330470	822	0
77684	530	0
434264	1046	0
100043194	741	0
20859	1021	0
434121	964	0
629203	858	0
629219	969	0
100502975	1110	0
434123	659	0
76971	2243	0
638251	897	0
100417675	4528	4
627280	930	0
194588	1264	0
246792	1329	0
71468	1217	0
246791	1603	0
252829	1312	0
100862151	884	0
252830	1336	0
12951	3018	0
546024	2967	0
20364	705	230
68077	1558	773
100217441	99	4
259300	3058	68
243842	5360	223
666528	4561	2
108124	2332	1871
70394	1649	175
110891	4235	3
17537	1781	37
71723	3801	183
319430	3561	20
12273	2570	0
66300	1680	76
243846	2570	397
170770	1976	82
56459	1871	1222
100503024	985	8
330474	6051	797
69094	815	165
18142	2091	2
232906	8393	1032
100038912	715	0
101434	1391	0
26368	1374	0
232910	798	1392
20514	2758	53
100503076	390	0
243853	2806	209
97387	3535	659
101540	3757	86
320950	2235	1
629378	2828	6
14709	920	0
19222	3334	0
12315	2208	938
434128	4147	2
71691	1687	0
434130	2058	2
19060	2070	1041
100503373	467	0
53417	7019	12
26436	2283	0
384557	2121	0
114872	5441	0
671132	1501	0
232919	1922	0
73250	3248	0
67084	1024	0
381852	1839	0
66996	1011	0
69785	1085	0
67315	2624	0
232925	575	0
266815	2489	0
26438	2537	0
114871	1963	2
574429	2058	0
114868	3067	74
545925	1942	0
56868	2179	0
72242	2159	0
434540	1428	0
243862	1871	4
20958	3113	6
26439	2547	0
26437	2084	0
243864	1120	9
21946	681	270
232933	2010	93
384569	8372	1
378430	1439	0
232934	2175	12
272359	2699	212
15377	2039	0
68188	4121	1058
83434	2357	0
13401	2520	189
13400	2761	156
100526504	65	0
20475	2853	124
243867	2962	41
67369	2100	372
107686	488	428
381853	1792	0
72205	2312	384
724063	98	0
319197	2884	11
403187	2260	436
22323	2252	710
232941	1631	0
20167	2025	17
14282	3776	26812
13870	1488	164
70333	2248	257
333654	3130	446
13871	3547	558
100124438	75	4
232943	1784	516
12715	1415	1
100503495	1208	1
232944	2259	368
74463	2861	1
232946	1834	70
67091	768	529
69547	2753	7
232947	2971	1382
69731	763	304
63872	1530	132
53609	2154	278
19698	2204	365
56457	4131	2329
11813	631	0
11425	464	0
11812	540	546
11816	1251	525
53333	1666	1022
19294	3444	959
57278	2407	241
80794	1662	354
12051	1835	1766
100502736	998	4
330483	1635	0
319930	3361	0
52118	2888	407
70080	1895	1
71601	2897	70
243874	3346	14
667067	924	0
620401	924	0
404290	966	0
620537	918	0
100312475	924	0
620574	924	0
100043523	921	0
545926	921	0
100042964	924	0
100042966	2293	0
435949	918	0
100043536	924	0
100042968	924	0
100042971	966	0
667129	918	0
667135	924	0
435946	924	0
100042976	921	0
100043550	1517	0
673977	924	0
667292	921	0
100043566	1313	0
100043569	894	0
436135	924	0
100042996	966	0
667273	888	0
667268	924	0
667262	924	0
667259	921	0
384696	924	0
435953	918	0
667240	945	0
435951	918	0
384695	924	0
381937	1308	0
670764	924	0
667215	924	0
100043013	966	0
621561	918	0
667199	924	0
621510	924	0
628475	1335	0
100043595	495	0
100043596	924	0
100043016	921	0
100043604	2403	0
100043019	945	0
100043025	918	0
667404	924	0
435940	924	0
545929	1726	0
667421	2337	0
100043614	924	0
100043029	921	0
620736	906	0
667444	894	0
100043033	924	0
100043037	966	0
667464	918	0
667469	924	0
667472	924	0
667094	921	0
100043625	1309	0
100043043	924	0
667485	918	0
81011	2439	0
100043051	924	0
100043058	966	0
435947	918	0
667504	924	0
667512	924	0
100043061	921	0
100043638	1313	0
667530	924	0
667543	921	0
100043645	1594	0
667551	894	0
100043067	924	0
670857	918	0
620758	924	0
100043079	945	0
100043083	918	0
667586	924	0
667599	924	0
100043665	1724	0
100043667	924	0
100043088	921	0
628664	1414	0
446099	3382	0
23968	3511	0
622032	948	0
100043101	930	0
100043103	915	0
546944	915	0
81012	1581	0
81010	1225	0
545934	942	0
404291	942	0
622222	915	0
546943	915	0
384572	930	0
232959	915	0
404286	972	0
100043121	655	233
232962	970	0
404289	1088	0
404287	918	0
209824	918	0
210135	3383	243
57745	3507	21
56525	3452	36
232966	2236	4
56707	7134	60
56869	2747	14
54678	2632	9
100503506	864	0
22755	3510	15
22719	2347	59
22756	2660	7
69301	886	0
76942	935	0
16534	2037	3053
71997	2232	363
100862141	529	1
210145	1831	0
18793	1396	436
260299	2155	429
232969	1165	39
210146	6124	1271
641361	730	0
22594	2155	343
101544	2741	0
66071	1484	62
232970	2282	73
72434	1629	141
100043706	1080	2
56746	1054	0
381959	1020	0
232972	1172	0
210155	882	0
68891	2714	173
26366	1050	2232
232973	1095	0
71241	1619	0
20085	629	471
12518	1327	1
16801	3598	941
232974	1377	0
14470	875	1546
232975	3895	0
14809	3840	77
232976	4236	200
18987	3437	0
434147	1074	0
100503578	2069	55
67379	1828	339
210172	3352	75
606496	2259	566
77124	1542	33
13875	3503	434
100503597	596	45
71722	6102	977
18476	870	265
623131	1293	1
100862187	209	0
330485	2298	0
269878	10040	644
72383	723	1
100503615	989	2
16890	3266	310
654804	1887	2
100862213	1252	5
232983	760	117
26365	3736	3337
26367	3827	101
100862240	447	0
632778	910	0
66349	2389	232
232984	1867	12
12039	1773	1135
27998	1031	442
320208	877	1
232987	1021	16
21803	2094	125
52132	2986	437
100862251	905	219
232989	3041	1235
26362	5084	23
74134	2621	4
13088	1872	0
13089	1876	0
13094	1877	0
100312477	945	0
13086	1715	0
330490	3020	0
243880	3575	0
233001	3294	0
171265	960	0
243881	2182	0
13090	2695	2
13108	1853	0
13087	1715	0
233005	2226	0
13085	1667	0
13107	1820	149
384724	1512	12
112406	2107	831
19342	1170	217
100526505	88	5
12587	567	11
53607	1570	346
414069	1748	86
100316839	120	7
233011	3218	1184
100862260	1069	1
76889	2190	366
100503685	2133	49
18223	2733	45
108075	5595	156
192192	2347	183
80297	9085	6
233016	865	216
170742	1257	33
55942	1188	527
19153	5260	72
233020	2415	15
18807	2164	1056
66367	2715	107
11652	3241	292
73032	904	0
269881	3690	258
112415	4739	6
22718	4057	44
100043229	632	0
100862275	1050	2
71163	2192	28
22717	3796	39
545938	3511	40
73430	5158	48
100043771	609	79
338354	5511	43
100043772	6546	41
23996	1436	1227
215384	7930	889
319482	7922	4
14113	1159	276
13549	2520	87
386655	1288	11
434156	2424	29
280621	1215	0
13389	2163	1
66525	1179	449
20924	3513	3099
20055	615	1835
100302567	94	6
101497	5052	157
22695	1765	32669
67224	2162	93
54624	1953	578
233033	4391	1011
63986	1111	110
80749	2782	40
70001	552	1
330496	582	0
338374	582	0
68416	557	0
233038	1531	2
70584	2898	1092
101744	1923	0
233040	2075	5
50760	1972	43
24030	684	321
71984	1910	186
624918	1051	0
18036	1945	289
64383	1863	375
100503790	1619	2
320435	2873	36
15388	2142	2441
51798	1138	609
16855	1439	41
100038382	2902	0
16858	597	20
60594	2828	1
