EntrezID	Length	MCL1-DJ_BC2CTUACXX_CGATGT_L002_R1
101883	1186	113
75410	8457	1481
58206	1775	8
109637	1308	3
110323	505	2210
14008	1048	0
68035	1701	1209
71909	2195	136
74927	699	0
69147	610	0
233075	567	0
11944	3447	1
69804	868	579
791088	1276	54
14447	1317	3
282619	2286	65
73712	2164	29
64661	456	0
233079	2826	2
233080	1625	0
233081	903	0
12483	4314	0
17136	2427	4
66438	437	3
84506	395	17
100862373	558	0
22282	2419	464
100043823	3823	16
54135	2177	426
76415	2667	3
18301	1377	63
57780	678	1
56188	712	40
243914	3444	24
17178	524	1633
15451	1830	279
20266	1515	249
52857	2681	4825
100038516	1134	1
57426	419	0
381970	512	0
100043326	339	0
384585	419	0
100503242	342	0
100043836	517	0
626305	414	0
100862361	441	0
384594	468	0
624584	327	0
100043355	282	0
100043842	339	0
668379	495	0
668381	282	0
384589	404	0
100861685	441	0
270499	468	0
624439	497	0
100043376	282	0
668411	468	0
668526	497	0
100043388	282	0
546954	468	0
100043856	339	0
545947	527	0
434676	282	0
494519	520	0
545948	414	0
626970	339	0
353109	516	0
233090	503	0
100043860	400	0
110187	529	0
233099	567	0
11354	409	0
100043868	491	1
101543	1958	821
50995	2524	1918
68079	1283	142
14751	2856	3680
100126229	4184	3
233103	5808	448
100861829	1081	0
67070	2724	2808
233107	2413	1452
68947	2397	4
18624	1853	635
12611	4702	1097
12606	2636	1681
53896	1950	25
435965	3938	644
384605	2083	0
67471	3057	76
52428	3439	201
101831	1788	21
72140	2567	177
30962	1984	1
71981	1621	1
110959	1922	152
243923	6590	9
245886	4953	902
56330	642	154
233115	7671	305
668501	6690	243
100861838	540	0
78547	696	2
100043872	707	1383
243931	5002	75
243937	4411	1
67641	1288	0
19777	3451	1228
12447	1956	274
72244	3454	58873
72287	1559	1541
66161	1214	169
627975	2595	0
625594	2577	0
434171	3441	0
100043467	2583	0
546957	3587	34
100861663	2583	0
100861861	2966	0
100861679	2595	1
100861686	2577	0
100861694	2171	0
100861705	3508	4
628058	5136	0
100038967	2568	1
620018	2583	0
100038914	2966	0
668618	1842	0
330513	3047	0
434168	519	55
233147	1980	63
70227	5964	343
628161	407	227
71029	1000	0
320210	2918	0
58188	1455	0
243944	2022	0
233164	2852	1
627987	2000	0
100039269	2577	1
628304	2568	0
434172	3033	1
233168	2931	90
269902	2592	6
101835	3411	67
628359	1617	0
668572	3836	130
67607	3833	199
75835	2952	0
628422	2589	0
628444	2598	0
434175	1383	34
637898	2562	0
637873	2598	0
628490	265	0
71162	1373	0
434178	4096	101
637776	1347	2
208111	5011	56
434179	3145	16
546964	2580	0
100039706	4075	0
435975	2580	0
100045125	1591	0
668612	2565	2
100039589	912	2
668620	3112	1
100170401	1428	0
69930	4190	332
233186	2446	0
243958	2484	0
233187	866	0
72310	813	1
74276	616	2
110826	815	1497
75690	3833	127
210094	2567	51
74054	3970	0
12489	2571	4
210104	3381	13
210105	4993	178
74400	2412	21
72431	1938	1
83382	1849	1
233189	2460	35
317653	1270	0
626834	1033	0
100504720	2554	0
69511	930	0
56538	1450	15
69540	1354	41
101533	1475	4
259277	1322	7
23993	1745	0
19144	1410	3
68668	1239	0
56640	1237	0
317652	765	0
16604	448	0
16624	848	0
16623	848	0
13648	870	0
16613	861	0
16618	873	0
16619	889	0
16616	904	0
13646	799	0
16615	1381	0
16617	848	0
18050	888	0
18048	839	0
16622	861	0
16612	876	0
70004	1188	11
668661	1982	1028
100217434	84	5
100217433	72	5
100503991	1278	8
20256	1956	116
243961	7596	286
69349	913	0
20981	2498	50
272381	2726	12
68352	966	0
66124	1051	981
69683	1855	3138
75538	849	21
233199	3624	55
272382	2786	3
18971	3424	348
22260	1964	1978
16541	1479	2
16504	5056	157
71960	6376	952
69578	992	0
75510	639	0
243963	3805	72
101568	1753	419
107503	1993	710
100328588	2301	1
18226	2385	2686
14204	2047	2
233204	2601	315
67605	1882	640
735269	73	7
59047	2099	337
84113	1883	2619
75613	2271	1243
70300	1698	478
11771	3443	1453
22116	1857	6
78070	2794	398
15469	1508	3601
100502630	1090	67
75736	1075	229
54131	2189	711
233208	4177	2366
20130	946	3033
233210	6879	742
65116	1304	495
66394	2134	433
52377	1453	2894
14132	1738	656
387168	65	0
27207	602	7385
27212	87	7
100861642	584	0
22121	1026	1283
27211	89	11
27210	66	6
27208	82	2
100628629	74	0
27209	81	10
14256	1075	131
69748	2567	872
68845	1101	456
72961	2940	108
210541	1877	3
114640	569	0
384619	2210	0
50722	903	16
21677	2115	198
12493	1226	2
381884	2392	1
76713	1732	15
68667	4245	610
15464	2431	24
76787	4866	18
50994	828	0
22342	716	68
20637	1639	4857
16495	3494	59
78405	1963	654
100862214	944	65
16866	509	25
20174	1675	783
14936	3681	693
100861649	445	40
14325	970	2436
12028	869	601
71755	2738	63
18220	2639	5882
56734	1924	3
17872	2333	15319
69217	2660	388
66065	1365	13
71661	1122	6
12036	2204	266
56636	947	78
14343	2578	5
73456	1493	0
69903	3152	285
100126243	1650	19
74490	2179	26
14344	2865	5
56546	1873	15
243967	1574	0
12348	1450	24
13170	1678	57
56632	4163	216
19899	679	2017
73813	2900	11
69363	710	4
54200	1136	21
545963	321	2
381983	4828	916
19158	2527	1765
211480	2639	40
101612	1902	900
100502828	1235	3
14814	4383	36
68137	1525	1659
58867	964	4
70209	2169	171
13732	972	136
211535	2453	58
27421	4958	24
211548	4259	2894
16514	3252	2
20927	4952	4
72088	3135	0
18419	10043	4
17927	1854	1
16502	9410	0
27414	1460	110
21990	2158	1
78935	4699	151
20210	531	9
20211	2034	0
20208	607	168
20209	610	81
246694	4807	556
14884	2745	1054
384622	636	8
16828	1930	10548
16833	1310	0
22088	1832	256
54122	4607	326
97402	2020	1
629141	567	0
101685	5226	1950
67893	1791	54
19259	3455	0
381886	905	0
668725	1049	0
233221	1088	0
668727	1240	1
235712	1260	0
233222	1295	0
235854	1503	0
404242	1180	0
404239	969	0
233230	966	0
620137	1020	0
404240	1123	0
233231	4185	0
243978	4559	0
243979	2077	0
404238	939	0
243983	2407	321
13009	973	0
108961	3691	171
100040465	1662	7
78286	12066	3087
13172	2077	0
53415	1495	159
71974	2495	350
104245	2550	0
338352	2812	0
73515	489	0
243996	1339	0
668779	471	37
233246	7785	21
140919	4320	0
100040608	1691	28
14453	2137	5
75744	3235	8
100503036	388	0
100503091	1346	0
233271	5274	1567
233274	2397	0
233276	3681	207
100861735	611	0
20430	6672	1155
93790	3989	1418
320845	1405	66
233280	1885	290
15204	15348	3244
100861750	572	0
18431	3120	0
14407	1673	0
791383	1417	0
110886	2674	0
14402	5683	0
11982	5469	291
22215	6137	964
613263	7288	5
330544	3708	174
16353	734	0
64243	90	0
100862301	2734	0
64245	90	0
64244	90	0
52480	2193	39
100217429	46	0
84704	1970	0
20646	2380	0
664849	1401	122
27493	6784	0
319752	2058	0
100526544	69	0
100526531	80	0
319893	2004	1
100526543	80	0
100526541	66	0
100526558	63	0
100526506	92	0
723931	95	0
100041293	843	1
100124439	80	0
320026	1836	1
100526507	71	1
100526527	68	0
17984	1652	131
27385	4662	0
22652	2547	9
27412	2640	31
11441	2091	1
170711	3461	5
50794	6396	3834
381994	1015	1
17364	6848	0
387207	106	0
233315	5205	697
330554	3475	72
67973	2202	510
73724	696	380
11784	3321	0
70638	4754	0
66647	1391	327
21872	7114	5046
665234	906	0
272396	3194	196
68634	1003	118
100038420	2797	0
100503969	691	0
18553	4298	396
68981	1250	917
109815	1191	262
100861796	723	0
269941	4176	1022
233328	7456	326
56847	3401	73
117589	5057	128
72635	5243	187
545975	3251	8
233332	6029	1115
75099	3383	75
17258	2877	1741
67867	4261	397
67009	4949	783
233335	7866	23474
73904	1083	2
16001	11978	2007
78444	955	2
100504026	1340	0
434197	2818	1
71244	1533	0
384639	1554	0
66412	3955	1525
73796	1000	0
11819	4870	114
434198	1812	1
100038563	2525	0
244049	5789	281
100042880	657	5709
625243	2092	0
100504141	1008	0
100505025	1819	1
319783	2973	2
244058	3586	565
244059	9071	2075
69170	5143	583
665610	526	1
244061	1072	0
100038347	2678	66
100579147	2696	0
100861851	763	0
20450	5376	133
108116	5368	1557
100504215	1135	1
64176	5706	2
68954	2626	0
75547	12543	1123
100504230	1379	30
207952	3735	135
244071	3369	1
18213	5171	13321
791275	2209	236
414121	3091	3
67308	1029	121
67994	1043	287
76375	2217	93
723884	97	0
68048	2580	1129
57444	1170	187
100504648	1119	0
11595	7355	3
67666	1433	118
17304	2126	16784
54608	2903	1880
19771	2203	2
208836	4619	129
18975	4596	1605
100038478	2128	2
101694	3979	0
723968	90	0
56315	2090	0
77011	7199	51
16576	4522	141
103968	1916	6
100861920	885	7
18631	879	12
626359	2285	6
17292	1077	1
17293	1936	0
16790	3423	2967
11778	5804	382
71339	1692	1
70420	2184	567
209225	4803	212
100859962	522	0
269951	1703	1551
100316758	126	0
20352	3946	462
23991	837	337
269952	3520	14
269954	3010	15
83485	1718	230
233405	2568	242
233406	3011	379
269955	2340	310
101869	3263	5678
68695	860	112
140481	6554	4110
14159	2762	260
18550	4399	4785
12144	4946	103
70461	5110	1239
100504375	2884	4
29875	7359	5502
22691	2287	26
71968	2587	70
68039	701	28
56529	1113	1594
233410	7292	1360
116904	6369	16
434203	2846	3
623286	351	297
18584	2683	96
20068	474	3135
12877	3114	107
11775	3806	0
210321	690	0
100504421	854	19
100316717	73	0
244091	2976	0
434204	3069	195
26557	11149	213
67148	1423	324
67290	857	84
83962	3001	557
107769	2202	92
29877	5868	1230
12173	4663	836
434205	2626	2
20408	1426	16
269959	7285	458
330577	2788	6
101592	3637	255
77800	985	0
619808	1015	0
108797	3416	248
71285	1440	0
330578	1415	0
100038384	1834	0
233424	4316	7
170460	2425	480
16170	4989	47
100504131	306	807
666170	1487	9069
75556	1294	2
73079	1193	0
80889	3847	1368
67943	4492	944
80982	7114	4
70178	2238	97
11864	5891	158
100039239	1863	1
14085	1585	940
65098	1658	1290
72495	1717	30
620480	468	221
258410	1159	0
258411	948	0
100009609	2538	0
233437	2556	0
620672	2556	0
620697	2556	0
330581	2553	0
670940	2565	0
233445	2568	0
244114	2571	0
620928	2556	0
546980	2562	0
546981	2562	0
675969	2562	0
258222	1082	0
258196	927	0
258614	927	0
258610	942	0
258609	960	0
258089	1002	0
258612	960	0
257958	1209	0
257929	993	0
257905	999	0
258611	933	0
258850	930	0
257904	1008	0
257906	1011	0
258613	1077	0
53320	3047	0
546983	2565	0
637896	2562	0
621430	2556	0
50490	3503	560
22173	3307	0
108071	8524	0
13032	2472	563
72433	1577	91
72759	3693	692
14366	3685	223
101521	2373	0
76453	3226	19215
109264	4370	937
70884	2691	0
67669	1045	312
13626	2060	817
319711	2441	0
78329	538	23
233489	4174	5132
100862054	1416	0
75338	2142	0
83671	6897	20
70054	2353	8
233490	4941	1424
66271	766	232
68472	858	88
100862134	1557	10
23859	8022	20
66365	1596	534
73845	2782	260
74737	5804	4546
666737	669	17
75985	1927	216
74041	3450	186
72461	2964	410
100502918	634	14
58238	1844	68
100040298	677	2597
791297	3399	0
23966	10633	63
735284	109	0
670727	1096	0
791381	1935	0
244141	3756	133
14389	6008	65
244144	3982	163
622320	2973	19
381903	2002	70
68197	681	1043
21835	1038	234
233529	2557	90
101861	3244	1019
66273	893	254
233532	11129	1569
12729	3395	620
791341	2364	1
66333	1322	5
18479	3061	1358
233537	3050	2
17921	7606	74
12337	4411	194
18378	2089	7
330599	3189	4
272411	2367	3
66190	4058	1299
244152	2800	224
14918	3536	0
434215	3817	378
233544	826	1
233545	4026	507
72981	3463	1998
100503364	4608	1
22411	2788	1447
78610	3438	1206
67800	2251	990
233549	1772	6
17760	6115	284
12406	2444	13406
100861604	530	0
233552	3583	546
72184	1954	7
27050	1879	19304
449631	145	25
449630	148	5
109689	7112	2340
723840	95	0
100503386	3037	37
101488	4988	71
259066	951	0
258353	967	0
442845	917	0
50877	3341	84
66624	2815	1125
446101	2631	15
108937	7157	537
69121	1520	74
67967	3002	334
67164	1229	32
57442	1718	4
70974	8626	320
14777	1018	6
320452	2361	9
72590	2361	1903
277939	7812	534
22229	2448	18
22228	4133	11016
69387	1143	113
68185	834	22
402747	2294	62
52443	1053	199
19346	3320	4873
27276	2381	4247
319604	6599	2119
320100	2817	507
207212	10250	3970
100526508	104	1
233571	1917	25
18442	3000	244
207278	4411	408
73683	2164	265
56018	1198	702
69710	6354	1219
207728	4641	503
387157	68	0
100503552	950	0
11871	1257	0
11872	870	0
20480	4492	480
11859	1609	13
16332	5096	1308
14276	1081	0
14275	1407	67
75430	799	150
791260	1354	32
66508	1186	609
69358	1096	79
101706	7153	4211
16068	1402	66
75212	1488	364
22064	4221	352
11875	1714	15
11870	1417	0
504186	2513	1
269966	4052	5594
233575	1184	260
56212	1264	652
20866	3609	3033
20133	3997	1358
257947	1130	0
257926	1181	0
258837	951	2
667284	1277	1
259083	940	0
259105	951	0
20821	2775	175
259108	1038	0
258750	1079	0
259106	954	0
233578	981	0
258322	954	0
259107	948	0
258749	1023	0
101700	2389	155
258358	1057	0
259097	2923	13
18332	957	0
259116	957	0
170639	3496	33
259117	945	0
259096	945	0
258356	951	0
258168	951	0
259095	942	0
259092	945	0
259114	939	0
259089	969	0
259093	957	0
258357	1041	0
259118	957	0
258248	939	0
259113	939	0
259119	942	0
259055	960	0
258752	960	0
259056	960	0
259091	957	0
259115	954	0
259054	954	0
258139	945	0
404317	939	0
258378	984	0
258246	936	0
667882	5563	0
384701	1638	0
100041187	939	0
258135	948	0
257975	960	0
258726	948	0
259048	945	0
258311	990	0
259073	939	0
13532	1697	0
258156	1011	0
259098	960	0
546989	984	0
258751	951	0
259086	960	0
259085	948	0
258722	972	0
545985	972	0
259104	5137	0
259084	942	0
259103	954	0
258838	957	0
259049	957	0
259080	1124	0
258808	942	0
259087	954	0
259126	1075	0
258189	927	0
436002	951	0
259159	951	0
258818	1122	0
259102	1545	0
18370	1357	0
18369	948	0
18368	1242	0
15129	626	27
100503605	639	3
100503686	588	0
436003	559	0
15132	610	0
15135	619	0
18367	936	0
100503724	526	199
18366	1662	0
18365	1106	0
258961	1489	0
259123	954	0
258351	939	0
259122	966	0
259124	966	0
259088	951	0
258819	945	0
259075	939	0
258326	945	0
259081	945	0
259125	945	0
258247	948	0
259058	939	0
70980	1911	0
244178	2369	0
244179	2298	0
244180	2253	0
258746	951	0
259057	939	0
94088	3827	3
94094	2583	56
667823	2593	62
76681	1525	21
622070	832	0
434218	1535	17
319236	3736	370
244183	2771	1
434219	1716	0
20128	3771	25
209387	3758	0
625321	1890	0
258809	1069	0
259050	1061	0
57250	1046	0
258377	1026	0
258817	927	0
259078	990	0
258309	960	0
259051	2912	0
259052	969	0
258743	960	0
257914	1035	0
625530	1581	0
233637	1053	408
100503865	911	71
381944	1407	0
13531	2649	0
258810	951	0
259100	957	0
259062	981	0
259061	957	0
259045	954	0
384703	939	0
257910	942	0
258755	939	0
258147	942	0
259099	954	0
258355	939	0
258753	942	0
259046	948	0
404318	948	0
259047	960	0
244187	939	0
258160	951	0
259072	954	0
668035	1060	0
259161	966	0
258745	963	0
56860	1062	0
259063	969	0
258352	990	0
74349	10986	468
100503879	1002	0
233649	2480	7
244189	1146	206
12426	2483	0
109042	1026	1074
20597	2412	139
100861751	807	0
11785	3176	495
15458	1480	24
55992	2955	562
76932	3277	569
14356	998	230
101867	3177	494
16202	1879	4480
24075	757	162
12751	3494	1966
233651	10651	1083
27397	6712	844
77700	8259	32
626055	1547	18
100042856	9037	213
100417829	4348	30
668108	3418	5
74558	9040	3
100417831	4357	0
668128	2133	0
209380	3091	0
668139	7916	35
434223	7765	0
258445	952	0
258444	948	0
258591	1201	0
258592	1052	0
258595	936	0
258180	951	0
258593	951	0
66786	3063	0
258590	1348	0
258589	960	0
257902	948	0
259034	951	0
258350	951	0
194433	924	0
258173	924	0
258594	1156	0
233670	951	0
259037	1359	0
18317	1250	0
259036	975	0
259035	954	0
18314	948	0
384732	948	0
258776	1131	0
258597	945	0
76858	3282	0
76572	1472	0
60510	3816	177
244198	1969	11
19024	4733	87
76679	1191	0
320635	2772	11
244199	1924	0
257919	921	0
258418	945	0
258417	945	0
626674	1038	0
258770	933	0
258771	933	0
258488	933	0
258926	933	0
258928	933	0
258729	945	0
257891	984	0
56861	1029	0
258927	939	0
100043059	357	117
258728	972	0
258730	948	0
258492	966	0
258041	954	0
258489	945	0
258042	945	0
258727	945	0
258491	945	0
258731	933	0
258490	945	0
258307	945	0
258732	945	0
258361	993	0
258733	945	0
258304	993	0
258734	945	0
259143	972	0
258163	957	0
258215	945	0
258738	951	0
258769	933	0
258369	966	0
258308	945	0
258719	981	0
258718	930	0
258721	933	0
258720	945	0
258136	945	0
258303	1002	0
277935	945	0
244202	4483	9
66085	1507	4244
22141	5941	130
320360	6485	62
109594	1071	461
117229	2394	11
74293	2008	0
330627	9649	9
26451	1112	824
100302499	120	52
76954	4526	2227
57373	973	80
57355	1942	0
56787	706	2
56786	1685	156
78593	3913	115
56788	3563	30
19347	4956	3217
233724	3619	759
69781	616	0
233726	3117	6006
100379145	184	10
767812	3387	43
20841	3013	179
22390	3419	1134
20947	4035	579
319934	7163	2288
11535	1381	1547
100861673	1732	0
11717	4084	212
67150	952	106
114332	2607	125
17540	6041	3012
100504184	380	0
22083	4300	1174
13690	7760	47554
75479	629	10
233733	2575	7913
74996	5600	2692
50781	3357	2466
320878	7370	2144
100504195	2397	151
57342	4450	11512
69625	1565	77
21676	9962	8933
78748	3497	485
75239	1427	0
11865	2908	746
68815	2563	954
19226	717	0
67420	3972	2264
233744	6166	144
66922	2275	557
70349	3315	3313
26440	1255	1941
71045	1650	0
18576	5286	9
244209	1627	6
12310	1489	6
116903	962	0
233752	2321	4
627967	866	5
101786	2065	0
20679	8486	32
69350	620	0
56372	1400	865
233765	4312	407
68052	582	127
100302592	87	50
100861687	1251	2
18704	8042	2691
53322	1736	285
233781	3070	133
267019	5136	2001
54208	2135	1302
233789	15553	5959
67745	883	0
110058	1617	2
319622	6865	1213
12850	871	186
209760	4493	22
74424	4307	27
56209	1529	917
101565	5009	264
71517	3577	1023
66356	5613	486
434232	2026	15
64297	4525	2071
209776	1038	0
67133	1978	0
22242	2472	0
71830	2139	0
272428	2491	0
233799	6738	0
100503901	516	0
117147	2041	0
233801	2153	0
233802	2656	971
434233	1449	1104
100503918	1635	1
20216	2859	4
71151	3569	57
434234	2350	85
233805	5825	1332
73919	1276	67
381917	12313	5
233806	1411	471
22787	2200	0
72074	2030	0
12971	1256	6
67928	5384	0
320631	5335	0
233810	5084	0
78552	851	117
637957	168	105
67003	1882	3733
67983	1615	1
100504389	2109	29
233812	4842	488
233813	4575	12
436008	1269	0
13631	6325	1486
26939	4234	827
12585	2525	1303
74466	1883	3
668548	705	63
59052	1823	1018
80719	2133	9
246190	3649	298
195646	2270	1
75793	594	0
76179	10198	879
20278	2965	142
20277	2409	15
233824	2884	455
100861771	1119	0
74105	4891	441
67417	1846	86
28018	4831	565
70316	800	241
233826	3747	12
59288	1532	548
18817	2203	59
26918	2973	0
70261	1171	36
18751	8830	25
54376	1525	0
73951	1402	550
19647	7770	4814
233833	8479	1080
100504584	930	0
233836	2341	0
70497	3584	1086
30949	1369	266
11833	1487	0
210162	4584	0
628779	2877	0
791408	4169	0
73076	664	2
71208	1745	0
75861	2153	0
77035	2445	27
67711	1066	519
16190	5094	2729
60504	2607	6
233863	6869	1176
233865	6191	728
269994	3924	3
74204	4453	2268
104175	4092	159
16797	1235	1
73658	2782	630
18020	3388	237
12478	2436	1
70314	2539	255
11937	3440	7
20399	3422	1127
100861803	1215	93
233870	1777	134
233871	3718	4157
56347	2882	7171
12752	2627	243
171504	3600	164
246779	705	0
56312	626	78
100504712	469	6
75565	1166	196
20887	1370	64
75764	3692	155
66162	337	325
12721	1597	11
26417	1772	912
68616	1068	199
66090	1053	780
21389	1715	22
56420	1332	889
11674	1824	11205
100503974	1012	4
68952	3162	2
78118	475	0
13446	2538	94
233875	1091	243
233876	2511	441
381921	6884	1231
68742	944	204
233877	1654	236
233879	518	0
233878	3799	15
381922	995	5
52858	1878	1249
78388	2810	1757
67278	1412	114
100861830	1164	0
69017	2490	57
17188	2374	2401
110033	2064	108
69036	636	0
101602	1918	0
100502618	831	1
67375	1197	0
20737	3912	0
70233	3284	684
68449	3614	455
17907	755	4
54204	1453	28
100043580	713	6
233887	2642	90
244216	1230	250
66422	634	211
20768	2181	784
100502641	415	350
16408	5225	25
233890	2247	221
269997	2684	138
78921	3878	93
101604	2163	114
233893	2508	40
69234	1016	20
71131	3621	41
654803	2659	38
233895	2278	1255
14123	2650	1494
629159	2432	36
100043597	12236	4017
100217442	107	6
68961	1626	223
233899	2536	53
233900	4154	2917
68232	543	24
320683	6116	315
12055	965	492
791073	76	0
13019	1345	245
244218	900	3
233902	3410	517
269999	1996	364
233904	5934	1639
101502	1823	445
56216	1574	14
20909	1372	1275
244219	3451	57
233905	6310	316
330657	2531	29
27973	748	786
12041	2857	761
67773	1503	160
76560	1860	184
77613	3061	99
100861900	568	409
233908	1845	6122
319527	3176	76
66824	2135	296
434246	2472	91
16409	4682	2
16411	4025	13
100502816	1244	82
381924	3965	2
70973	473	0
12862	659	0
100043133	3581	14
233912	3834	557
21804	3026	5343
246787	2259	112
233913	2588	556
100526559	67	0
67865	875	307
21843	4292	1422
29810	2595	11174
101490	4740	445
210711	4171	1173
207352	4578	732
381925	1088	0
207425	4550	548
100043150	674	2
14183	5346	4925
11907	4908	740
67872	1435	468
57752	9537	1446
114660	2015	1
330660	3434	1
100628579	87	2582
434249	1763	28
101476	3321	1347
56213	2039	5574
12945	6243	2
233918	1161	0
69495	697	0
71395	2928	0
16433	2256	0
100502889	477	0
69318	676	1
68223	371	0
68277	2214	188
214580	1130	244
67143	4390	1222
66885	3348	1345
15373	1372	0
15372	1669	0
12237	2055	570
233919	2799	0
55987	3506	1845
77590	4265	2125
100502937	1308	9
100043682	2628	20
18242	2155	5716
20231	1903	0
76429	1607	92
77938	5199	1070
72096	1078	192
109359	2895	323
76683	541	1
360216	2127	1220
13017	4777	3015
74970	1030	0
73808	915	12
214764	5338	814
214766	1858	4
22276	1811	202
66165	1244	576
101437	2962	166
100043695	456	30
66930	1974	12
11489	7675	1311
100503026	4489	0
71007	2671	43
330662	6815	2006
627214	4637	119
74314	884	0
100043254	860	2
78807	3210	0
270004	2591	0
212070	3315	0
19267	5411	2343
100316818	121	0
67765	1494	19
17345	10075	945
319551	1318	0
77383	2279	1
100038399	3959	0
330664	1385	0
621677	3314	6
17314	819	145
13593	5023	43
100038555	2876	0
77252	1125	73
30926	1651	453
70571	2569	1
69546	1524	150
52432	2054	1298
12176	1756	288
74004	5554	0
26757	2643	6
57740	2279	23
76612	2711	44
101631	2640	128
212111	2826	1131
14912	1907	13
212124	1667	0
52389	4758	81
76484	7303	12
22286	1160	5
100503791	2333	2
387198	72	0
381933	1161	0
11501	3034	40
74237	3085	619
69752	1100	260
17703	2287	0
68566	1627	0
22264	622	2
69064	650	177
93747	1491	1024
212503	1737	25
212508	1595	193
212518	3156	1
258954	939	0
258511	954	0
258055	957	0
244233	3454	0
244234	3967	0
622335	393	191
258958	930	0
257939	918	0
18361	936	0
258512	924	0
258955	915	0
259028	930	0
258056	963	0
258956	939	0
258513	3853	0
258201	933	0
18345	1190	0
18362	936	0
258962	1162	0
258963	960	0
18344	936	0
258964	939	0
13106	1740	0
74075	1462	17
407812	3909	30
76974	675	756
78520	1077	33
338417	437	12
69287	924	6
54399	1552	498
101489	2967	720
64384	1575	222
23997	1563	1389
12869	363	1
212965	1626	0
101613	3823	8
212974	2975	536
73835	709	12
80876	627	6267
68713	840	141
66141	648	17393
213002	541	1
330671	3105	301
56460	3045	5576
24058	1990	34
71345	3012	9
27388	2172	261
107702	2015	3754
15461	2272	1489
70552	2628	79
72000	2047	81
66985	1525	147
387206	110	0
101471	5374	1247
54123	1859	414
72040	2629	7
20287	507	9
13491	1336	10
54006	2733	835
71448	2197	153
98845	3065	1733
320871	2935	23
21351	1276	1772
213350	1497	122
100862193	870	0
57754	1657	13
68267	2852	489
57913	2900	70
67186	441	1880
100217419	134	33
66853	2717	1168
213573	1687	276
12476	2012	4713
66491	1671	716
64540	1569	1654
68038	4223	425
11772	4639	1378
100036523	2620	9
353328	8022	2
100862174	3542	25
17831	2923	54
17833	8505	3
74180	14963	2
54473	3705	2063
75770	4351	0
100526509	63	0
101513	1456	516
18218	4819	682
100039728	660	1
668763	966	0
100043617	1096	0
71623	1474	0
100039757	963	0
77215	1652	0
114666	1177	0
100043627	600	0
100038419	2352	0
50774	693	0
50775	1002	0
320802	3230	153
13033	1954	7576
55925	1505	17
21953	667	52
16985	1925	43
677289	2245	0
21957	1121	1
19935	582	235
330677	2106	0
14955	2615	20
735280	84	0
16002	4236	84
723874	73	0
111975	4778	2
16334	565	0
624121	805	0
21823	1757	36
17173	1612	17
27027	1827	0
97423	1901	43
12520	1518	2901
56844	1394	477
56843	4383	2
16535	3029	16
63830	83437	126
71153	1526	0
12577	1942	795
18400	1629	10
22113	737	290
17955	2283	2469
27267	3222	718
244237	2977	2
79202	2275	87
79201	3283	44
79196	4085	1348
381974	1821	0
244238	3761	7
78914	2631	66
13360	2816	153
100526562	85	0
210274	7029	142
13043	3223	6980
233977	5259	1460
100038412	1053	3
14082	2871	83
101772	4604	10121
791284	1338	1
14174	1194	0
14175	3030	0
14170	1809	2
100568459	154	8
72284	1959	169
12443	3796	5076
100040049	935	0
233979	2909	255
211577	2006	30
211578	3117	1
100039479	903	0
100039499	903	0
16337	9355	1276
319493	2967	0
102098	5300	663
69129	1126	42
76406	1613	36
140482	1999	176
94178	2003	624
50767	4497	453
546049	1621	6151
69697	4296	255
67439	2654	624
100503890	1193	142
18545	625	0
20911	2703	1357
57264	1287	2
69189	1132	0
100503924	354	6
66682	2034	286
14128	2358	3
75863	1235	3
170786	1484	0
170780	1771	0
170779	863	0
69165	2020	3
170776	1550	0
69142	1109	0
70192	1085	0
78899	2823	7
213027	1542	531
100503956	2751	691
73072	4616	109
72267	3878	95
26400	3546	1161
100044509	1075	36
102209	1514	262
330695	1226	64
21856	1782	584
15568	6030	1923
20300	1274	31
67260	3668	178
233987	2361	14
100862276	446	0
20419	2132	82
622568	228	6
669393	417	507
20494	1629	0
320406	2159	4
13642	4319	2268
66719	2101	1
234023	1712	1238
71249	1146	0
270028	3142	1
319583	4081	100
68904	5181	683
24099	1699	2
244281	6296	2
320014	3085	0
71624	1331	0
665306	2847	186
384783	4015	7698
619321	954	3
12826	6615	89935
12827	6426	62201
19332	722	2877
100504175	2272	43
102132	2121	621
69225	1421	696
71941	1850	618
26356	2813	1193
102334	4463	1976
76413	1266	0
665271	2531	0
624710	1533	145
54126	7435	1577
75528	775	0
619290	1839	0
434280	5067	0
434279	1472	0
20664	4037	2
78634	761	0
259279	3649	1099
100038554	3655	0
50770	7443	2736
100504249	518	3
100862362	531	0
17207	5512	106
14068	1859	1
14058	2693	1
66901	2398	12
234069	2408	580
99375	3628	1884
16783	2255	10993
66790	1310	123
100316713	68	0
78335	781	0
234072	1365	2
102323	3034	257
234076	4533	764
21781	1700	991
11945	1327	0
24013	7431	3
272465	1224	28
14456	2593	11784
66501	1408	5
19414	4118	2738
403185	781	0
69957	2231	1225
67031	1402	675
231201	2861	0
101994	4013	527
66423	802	79
66822	2008	285
72148	2463	240
234086	1579	60
244310	4510	1
26889	6432	175
100862377	1227	0
234094	5474	2201
74901	6973	275
434285	1760	1
17930	4953	9
94109	14278	710
100526464	82	0
244329	4620	186
11601	2475	84
52123	3829	540
319581	3176	82
360217	249	0
353320	352	0
360212	192	1
360214	252	0
77674	997	0
360211	246	0
546038	1740	0
78128	435	0
